CODIGO_ACCIDENTE,FECHA,VEHICULO,CLASE,SERVICIO,MODALIDAD,ENFUGA
4401423,01/01/2015,4401423-1,1.0,2.0,5.0,N
4401420,01/01/2015,4401420-1,1.0,2.0,5.0,N
4401429,01/01/2015,4401429-1,7.0,2.0,4.0,N
4401425,01/01/2015,4401425-1,1.0,2.0,5.0,N
4401433,01/01/2015,4401433-1,2.0,2.0,4.0,N
4401438,01/01/2015,4401438-1,1.0,2.0,5.0,N
4401443,01/01/2015,4401443-2,5.0,2.0,11.0,N
4401447,01/01/2015,4401447-1,1.0,2.0,5.0,N
4401447,01/01/2015,4401447-2,1.0,2.0,5.0,N
4401453,01/01/2015,4401453-1,2.0,2.0,4.0,N
4401453,01/01/2015,4401453-2,1.0,2.0,5.0,N
4401749,02/01/2015,4401749-1,5.0,2.0,7.0,N
4401419,02/01/2015,4401419-1,2.0,2.0,10.0,N
4401422,02/01/2015,4401422-1,1.0,2.0,5.0,N
4401427,02/01/2015,4401427-1,2.0,2.0,10.0,N
4401428,02/01/2015,4401428-1,1.0,2.0,5.0,N
4401428,02/01/2015,4401428-2,5.0,2.0,11.0,N
4401435,02/01/2015,4401435-1,2.0,2.0,10.0,N
4401436,02/01/2015,4401436-1,2.0,2.0,10.0,N
4401436,02/01/2015,4401436-2,4.0,2.0,11.0,N
4401439,02/01/2015,4401439-2,1.0,2.0,5.0,N
4401445,02/01/2015,4401445-1,1.0,2.0,5.0,N
4401452,02/01/2015,4401452-1,2.0,2.0,10.0,N
4401454,02/01/2015,4401454-1,2.0,2.0,10.0,N
4401455,02/01/2015,4401455-1,2.0,2.0,10.0,N
4401459,02/01/2015,4401459-1,7.0,2.0,4.0,N
4401463,02/01/2015,4401463-1,1.0,2.0,5.0,N
4401463,02/01/2015,4401463-3,1.0,2.0,5.0,N
4401471,02/01/2015,4401471-1,5.0,2.0,11.0,N
4401473,02/01/2015,4401473-1,1.0,2.0,5.0,N
4401481,02/01/2015,4401481-1,1.0,2.0,5.0,N
4401481,02/01/2015,4401481-2,9.0,2.0,11.0,N
4401484,02/01/2015,4401484-3,2.0,2.0,4.0,N
4401482,02/01/2015,4401482-2,7.0,2.0,4.0,N
4401485,02/01/2015,4401485-1,7.0,2.0,4.0,N
4401489,02/01/2015,4401489-1,4.0,2.0,11.0,N
4401491,02/01/2015,4401491-2,1.0,2.0,5.0,N
4401495,02/01/2015,4401495-1,5.0,2.0,7.0,N
4401496,02/01/2015,4401496-1,1.0,2.0,5.0,N
4401494,02/01/2015,4401494-1,1.0,2.0,5.0,N
4401494,02/01/2015,4401494-2,2.0,2.0,10.0,N
4401501,02/01/2015,4401501-1,1.0,2.0,5.0,N
4401498,02/01/2015,4401498-1,2.0,2.0,10.0,N
4401505,02/01/2015,4401505-2,7.0,2.0,4.0,N
4401502,02/01/2015,4401502-1,2.0,2.0,4.0,N
4401503,02/01/2015,4401503-1,4.0,2.0,11.0,N
4401506,02/01/2015,4401506-2,1.0,2.0,5.0,N
4401509,02/01/2015,4401509-2,1.0,2.0,5.0,N
4401512,02/01/2015,4401512-1,2.0,2.0,4.0,N
4401533,02/01/2015,4401533-2,4.0,2.0,11.0,N
4401538,02/01/2015,4401538-1,4.0,2.0,11.0,N
4401538,02/01/2015,4401538-2,2.0,2.0,10.0,N
4401542,02/01/2015,4401542-1,3.0,2.0,4.0,N
4401542,02/01/2015,4401542-2,7.0,2.0,4.0,N
4401671,02/01/2015,4401671-3,1.0,2.0,5.0,N
4401671,02/01/2015,4401671-4,8.0,2.0,11.0,N
4401773,03/01/2015,4401773-1,4.0,2.0,11.0,N
4401787,03/01/2015,4401787-1,1.0,2.0,5.0,N
4401457,03/01/2015,4401457-1,2.0,2.0,10.0,N
4401460,03/01/2015,4401460-1,2.0,2.0,10.0,N
4401469,03/01/2015,4401469-2,2.0,2.0,4.0,N
4401474,03/01/2015,4401474-1,2.0,2.0,10.0,N
4401475,03/01/2015,4401475-2,1.0,2.0,5.0,N
4401479,03/01/2015,4401479-2,8.0,2.0,11.0,N
4401483,03/01/2015,4401483-1,5.0,2.0,1.0,N
4401488,03/01/2015,4401488-1,5.0,2.0,11.0,N
4401488,03/01/2015,4401488-2,1.0,2.0,5.0,N
4401492,03/01/2015,4401492-1,2.0,2.0,10.0,N
4401499,03/01/2015,4401499-2,1.0,2.0,5.0,N
4401514,03/01/2015,4401514-1,1.0,2.0,5.0,N
4401514,03/01/2015,4401514-2,3.0,2.0,4.0,N
4401513,03/01/2015,4401513-1,2.0,2.0,10.0,N
4401518,03/01/2015,4401518-1,1.0,2.0,5.0,N
4401521,03/01/2015,4401521-1,3.0,2.0,4.0,N
4401525,03/01/2015,4401525-2,2.0,2.0,10.0,N
4401524,03/01/2015,4401524-1,2.0,2.0,10.0,N
4401524,03/01/2015,4401524-2,5.0,2.0,8.0,N
4401528,03/01/2015,4401528-2,1.0,2.0,5.0,N
4401530,03/01/2015,4401530-1,2.0,2.0,10.0,N
4401530,03/01/2015,4401530-2,2.0,2.0,10.0,N
4401536,03/01/2015,4401536-1,2.0,2.0,6.0,N
4401536,03/01/2015,4401536-2,2.0,2.0,7.0,N
4401537,03/01/2015,4401537-1,4.0,2.0,11.0,N
4401541,03/01/2015,4401541-1,2.0,2.0,10.0,N
4401547,03/01/2015,4401547-1,2.0,2.0,10.0,N
4401553,03/01/2015,4401553-1,1.0,2.0,5.0,N
4401562,03/01/2015,4401562-1,1.0,2.0,5.0,N
4401587,03/01/2015,4401587-2,1.0,2.0,5.0,N
4401441,04/01/2015,4401441-1,4.0,2.0,11.0,N
4401446,04/01/2015,4401446-1,1.0,2.0,5.0,N
4401458,04/01/2015,4401458-1,2.0,2.0,10.0,N
4401462,04/01/2015,4401462-1,1.0,2.0,5.0,N
4401465,04/01/2015,4401465-1,7.0,2.0,4.0,N
4401465,04/01/2015,4401465-2,1.0,2.0,5.0,N
4401468,04/01/2015,4401468-2,2.0,2.0,10.0,N
4401470,04/01/2015,4401470-1,1.0,2.0,10.0,N
4401472,04/01/2015,4401472-1,7.0,2.0,4.0,N
4401476,04/01/2015,4401476-2,6.0,2.0,11.0,N
4401490,04/01/2015,4401490-2,5.0,2.0,11.0,N
4401493,04/01/2015,4401493-1,1.0,2.0,5.0,N
4401519,04/01/2015,4401519-2,1.0,2.0,9.0,N
4401523,04/01/2015,4401523-1,5.0,2.0,11.0,N
4401526,04/01/2015,4401526-1,2.0,2.0,10.0,N
4401545,04/01/2015,4401545-1,1.0,2.0,5.0,N
4401545,04/01/2015,4401545-2,1.0,2.0,5.0,N
4401546,04/01/2015,4401546-1,8.0,2.0,11.0,N
4401548,04/01/2015,4401548-1,1.0,2.0,5.0,N
4401548,04/01/2015,4401548-2,1.0,2.0,5.0,N
4401560,04/01/2015,4401560-1,2.0,2.0,4.0,N
4401579,04/01/2015,4401579-2,3.0,2.0,4.0,N
4401635,04/01/2015,4401635-2,1.0,2.0,5.0,N
4401651,04/01/2015,4401651-1,2.0,2.0,10.0,N
4401653,04/01/2015,4401653-1,5.0,2.0,11.0,N
4401654,04/01/2015,4401654-1,1.0,2.0,5.0,N
4401814,05/01/2015,4401814-2,1.0,2.0,5.0,N
4401531,05/01/2015,4401531-1,7.0,2.0,10.0,N
4401534,05/01/2015,4401534-1,3.0,2.0,10.0,N
4401539,05/01/2015,4401539-1,1.0,2.0,1.0,N
4401540,05/01/2015,4401540-1,2.0,2.0,10.0,N
4401540,05/01/2015,4401540-2,2.0,2.0,10.0,N
4401544,05/01/2015,4401544-1,1.0,2.0,5.0,N
4401544,05/01/2015,4401544-2,1.0,2.0,6.0,N
4401551,05/01/2015,4401551-1,9.0,2.0,11.0,N
4401552,05/01/2015,4401552-2,2.0,2.0,9.0,N
4401567,05/01/2015,4401567-1,2.0,2.0,10.0,N
4401569,05/01/2015,4401569-3,4.0,2.0,11.0,N
4401572,05/01/2015,4401572-1,1.0,2.0,5.0,N
4401571,05/01/2015,4401571-2,2.0,2.0,10.0,N
4401573,05/01/2015,4401573-2,1.0,2.0,5.0,N
4401574,05/01/2015,4401574-3,3.0,2.0,4.0,N
4401575,05/01/2015,4401575-3,5.0,2.0,1.0,N
4401576,05/01/2015,4401576-1,2.0,2.0,10.0,N
4401576,05/01/2015,4401576-2,1.0,2.0,5.0,N
4401580,05/01/2015,4401580-1,2.0,2.0,4.0,N
4401578,05/01/2015,4401578-2,1.0,2.0,5.0,N
4401581,05/01/2015,4401581-1,1.0,2.0,5.0,N
4401581,05/01/2015,4401581-2,2.0,2.0,10.0,N
4401583,05/01/2015,4401583-1,4.0,2.0,11.0,N
4401588,05/01/2015,4401588-1,7.0,2.0,4.0,N
4401586,05/01/2015,4401586-1,3.0,2.0,4.0,N
4401584,05/01/2015,4401584-1,4.0,2.0,11.0,N
4401584,05/01/2015,4401584-2,4.0,2.0,11.0,N
4401590,05/01/2015,4401590-1,4.0,2.0,11.0,N
4401592,05/01/2015,4401592-2,2.0,2.0,10.0,N
4401589,05/01/2015,4401589-1,5.0,2.0,11.0,N
4401589,05/01/2015,4401589-2,1.0,2.0,5.0,N
4401597,05/01/2015,4401597-1,1.0,2.0,5.0,N
4401602,05/01/2015,4401602-2,3.0,2.0,1.0,N
4401606,05/01/2015,4401606-1,1.0,2.0,5.0,N
4401607,05/01/2015,4401607-1,5.0,2.0,5.0,N
4401607,05/01/2015,4401607-2,1.0,2.0,5.0,N
4401613,05/01/2015,4401613-1,2.0,2.0,1.0,N
4401617,05/01/2015,4401617-2,9.0,2.0,11.0,N
4401621,05/01/2015,4401621-1,3.0,2.0,11.0,N
4401625,05/01/2015,4401625-2,1.0,2.0,5.0,N
4401627,05/01/2015,4401627-1,4.0,2.0,11.0,N
4401630,05/01/2015,4401630-2,2.0,2.0,10.0,N
4401647,05/01/2015,4401647-2,3.0,2.0,10.0,N
4401648,05/01/2015,4401648-2,1.0,2.0,5.0,N
4401649,05/01/2015,4401649-1,1.0,2.0,5.0,N
4401650,05/01/2015,4401650-1,2.0,2.0,10.0,N
4401650,05/01/2015,4401650-2,5.0,2.0,11.0,N
4401656,05/01/2015,4401656-2,1.0,2.0,5.0,N
4401684,05/01/2015,4401684-1,5.0,2.0,11.0,N
4401685,05/01/2015,4401685-1,4.0,2.0,11.0,N
4404023,05/01/2015,4404023-1,5.0,2.0,10.0,N
4404036,05/01/2015,4404036-1,5.0,2.0,11.0,N
4401727,06/01/2015,4401727-2,1.0,2.0,5.0,N
4401735,06/01/2015,4401735-1,2.0,2.0,4.0,N
4401735,06/01/2015,4401735-2,2.0,2.0,4.0,N
4401744,06/01/2015,4401744-1,1.0,2.0,10.0,N
4401598,06/01/2015,4401598-1,1.0,2.0,5.0,N
4401596,06/01/2015,4401596-1,1.0,2.0,5.0,N
4401595,06/01/2015,4401595-2,1.0,2.0,5.0,N
4401599,06/01/2015,4401599-3,1.0,2.0,5.0,N
4401603,06/01/2015,4401603-1,2.0,2.0,10.0,N
4401609,06/01/2015,4401609-1,1.0,2.0,5.0,N
4401609,06/01/2015,4401609-2,9.0,2.0,11.0,N
4401610,06/01/2015,4401610-1,5.0,2.0,11.0,N
4401611,06/01/2015,4401611-1,1.0,2.0,5.0,N
4401618,06/01/2015,4401618-1,7.0,2.0,10.0,N
4401620,06/01/2015,4401620-1,2.0,2.0,10.0,N
4401624,06/01/2015,4401624-1,2.0,2.0,4.0,N
4401624,06/01/2015,4401624-2,2.0,2.0,7.0,N
4401626,06/01/2015,4401626-1,5.0,2.0,11.0,N
4401619,06/01/2015,4401619-1,1.0,2.0,5.0,N
4401619,06/01/2015,4401619-3,1.0,2.0,5.0,N
4401629,06/01/2015,4401629-1,2.0,2.0,10.0,N
4401628,06/01/2015,4401628-2,1.0,2.0,5.0,N
4401637,06/01/2015,4401637-1,4.0,2.0,11.0,N
4401638,06/01/2015,4401638-2,1.0,2.0,5.0,N
4401645,06/01/2015,4401645-1,2.0,2.0,4.0,N
4401652,06/01/2015,4401652-2,5.0,2.0,11.0,N
4401657,06/01/2015,4401657-1,1.0,2.0,1.0,N
4401657,06/01/2015,4401657-2,1.0,2.0,5.0,N
4401661,06/01/2015,4401661-2,2.0,2.0,10.0,N
4401636,06/01/2015,4401636-1,5.0,2.0,11.0,N
4401662,06/01/2015,4401662-2,8.0,2.0,11.0,N
4401663,06/01/2015,4401663-1,7.0,2.0,4.0,N
4401664,06/01/2015,4401664-2,5.0,2.0,5.0,N
4401665,06/01/2015,4401665-1,5.0,2.0,11.0,N
4401669,06/01/2015,4401669-2,9.0,2.0,11.0,N
4401668,06/01/2015,4401668-2,6.0,2.0,5.0,N
4401670,06/01/2015,4401670-1,2.0,2.0,10.0,N
4401670,06/01/2015,4401670-2,1.0,2.0,5.0,N
4401687,06/01/2015,4401687-1,5.0,2.0,11.0,N
4401690,06/01/2015,4401690-1,8.0,2.0,11.0,N
4401691,06/01/2015,4401691-1,1.0,2.0,5.0,N
4401694,06/01/2015,4401694-1,7.0,2.0,4.0,N
4401696,06/01/2015,4401696-1,7.0,2.0,4.0,N
4401697,06/01/2015,4401697-1,1.0,2.0,5.0,N
4401702,06/01/2015,4401702-1,7.0,2.0,4.0,N
4401707,06/01/2015,4401707-1,1.0,2.0,5.0,N
4401715,06/01/2015,4401715-1,3.0,2.0,10.0,N
4409732,06/01/2015,4409732-1,3.0,2.0,4.0,N
4401726,07/01/2015,4401726-1,2.0,2.0,10.0,N
4401725,07/01/2015,4401725-2,2.0,2.0,10.0,N
4401724,07/01/2015,4401724-2,4.0,2.0,11.0,N
4401728,07/01/2015,4401728-1,1.0,2.0,5.0,N
4401740,07/01/2015,4401740-1,3.0,2.0,10.0,N
4401737,07/01/2015,4401737-2,2.0,2.0,10.0,N
4401739,07/01/2015,4401739-1,9.0,2.0,11.0,N
4401739,07/01/2015,4401739-2,7.0,2.0,10.0,N
4401741,07/01/2015,4401741-1,1.0,2.0,5.0,N
4401741,07/01/2015,4401741-2,2.0,2.0,4.0,N
4401743,07/01/2015,4401743-1,1.0,2.0,5.0,N
4401743,07/01/2015,4401743-2,1.0,2.0,5.0,N
4401745,07/01/2015,4401745-2,2.0,2.0,4.0,N
4401746,07/01/2015,4401746-2,7.0,2.0,4.0,N
4401748,07/01/2015,4401748-2,1.0,2.0,5.0,N
4401780,07/01/2015,4401780-1,3.0,2.0,10.0,N
4401803,07/01/2015,4401803-2,1.0,2.0,4.0,N
4401826,07/01/2015,4401826-1,8.0,2.0,2.0,N
4401959,07/01/2015,4401959-2,4.0,2.0,11.0,N
4401683,07/01/2015,4401683-1,1.0,2.0,5.0,N
4401686,07/01/2015,4401686-1,1.0,2.0,5.0,N
4401686,07/01/2015,4401686-2,5.0,2.0,10.0,N
4401688,07/01/2015,4401688-1,1.0,2.0,5.0,N
4401688,07/01/2015,4401688-2,1.0,2.0,5.0,N
4401688,07/01/2015,4401688-4,3.0,2.0,10.0,N
4401692,07/01/2015,4401692-1,7.0,2.0,10.0,N
4401693,07/01/2015,4401693-2,2.0,2.0,10.0,N
4401695,07/01/2015,4401695-1,2.0,2.0,4.0,N
4401695,07/01/2015,4401695-2,2.0,2.0,4.0,N
4401699,07/01/2015,4401699-2,1.0,2.0,5.0,N
4401705,07/01/2015,4401705-1,2.0,2.0,10.0,N
4401709,07/01/2015,4401709-1,1.0,2.0,5.0,N
4401709,07/01/2015,4401709-2,2.0,2.0,10.0,N
4401710,07/01/2015,4401710-1,2.0,2.0,1.0,N
4401710,07/01/2015,4401710-2,2.0,2.0,1.0,N
4401713,07/01/2015,4401713-2,9.0,2.0,11.0,N
4401714,07/01/2015,4401714-1,2.0,2.0,4.0,N
4401721,07/01/2015,4401721-1,4.0,2.0,11.0,N
4401720,07/01/2015,4401720-1,2.0,2.0,10.0,N
4401752,08/01/2015,4401752-1,2.0,2.0,10.0,N
4401755,08/01/2015,4401755-1,1.0,2.0,5.0,N
4401756,08/01/2015,4401756-2,1.0,2.0,5.0,N
4401760,08/01/2015,4401760-1,5.0,2.0,11.0,N
4401760,08/01/2015,4401760-2,1.0,2.0,5.0,N
4401759,08/01/2015,4401759-1,4.0,2.0,11.0,N
4401759,08/01/2015,4401759-2,7.0,2.0,4.0,N
4401763,08/01/2015,4401763-1,3.0,2.0,7.0,N
4401763,08/01/2015,4401763-2,1.0,2.0,5.0,N
4401764,08/01/2015,4401764-2,5.0,2.0,11.0,N
4401770,08/01/2015,4401770-1,1.0,2.0,5.0,N
4401771,08/01/2015,4401771-2,2.0,2.0,10.0,N
4401774,08/01/2015,4401774-1,4.0,2.0,11.0,N
4401769,08/01/2015,4401769-1,4.0,2.0,11.0,N
4401775,08/01/2015,4401775-1,3.0,2.0,10.0,N
4401777,08/01/2015,4401777-2,1.0,2.0,1.0,N
4401781,08/01/2015,4401781-1,8.0,2.0,11.0,N
4401781,08/01/2015,4401781-2,7.0,2.0,4.0,N
4401784,08/01/2015,4401784-2,4.0,2.0,11.0,N
4401782,08/01/2015,4401782-1,1.0,2.0,5.0,N
4401781,08/01/2015,4401781-3,9.0,2.0,11.0,N
4401783,08/01/2015,4401783-2,5.0,2.0,5.0,N
4401785,08/01/2015,4401785-2,5.0,2.0,11.0,N
4401788,08/01/2015,4401788-1,3.0,2.0,4.0,N
4401790,08/01/2015,4401790-2,5.0,2.0,11.0,N
4401794,08/01/2015,4401794-2,2.0,2.0,4.0,N
4401796,08/01/2015,4401796-1,2.0,2.0,10.0,N
4401796,08/01/2015,4401796-2,3.0,2.0,7.0,N
4401795,08/01/2015,4401795-1,8.0,2.0,11.0,N
4401795,08/01/2015,4401795-2,2.0,2.0,10.0,N
4401797,08/01/2015,4401797-2,5.0,2.0,11.0,N
4401798,08/01/2015,4401798-1,1.0,2.0,5.0,N
4401801,08/01/2015,4401801-2,1.0,2.0,5.0,N
4401800,08/01/2015,4401800-1,2.0,2.0,10.0,N
4401800,08/01/2015,4401800-2,4.0,2.0,11.0,N
4401807,08/01/2015,4401807-2,1.0,2.0,5.0,N
4401805,08/01/2015,4401805-2,8.0,2.0,11.0,N
4401810,08/01/2015,4401810-1,7.0,2.0,4.0,N
4401802,08/01/2015,4401802-1,2.0,2.0,4.0,N
4401802,08/01/2015,4401802-2,2.0,2.0,4.0,N
4401821,08/01/2015,4401821-1,1.0,2.0,5.0,N
4401820,08/01/2015,4401820-1,5.0,2.0,11.0,N
4401833,08/01/2015,4401833-2,2.0,2.0,10.0,N
4401846,08/01/2015,4401846-2,8.0,2.0,11.0,N
4401853,08/01/2015,4401853-2,3.0,2.0,4.0,N
4401862,08/01/2015,4401862-2,9.0,2.0,11.0,N
4401859,08/01/2015,4401859-1,8.0,2.0,11.0,N
4401865,08/01/2015,4401865-2,9.0,2.0,11.0,N
4401868,08/01/2015,4401868-2,2.0,2.0,4.0,N
4401868,08/01/2015,4401868-3,5.0,2.0,8.0,N
4401941,08/01/2015,4401941-2,5.0,2.0,1.0,N
4401963,08/01/2015,4401963-1,2.0,2.0,10.0,N
4401963,08/01/2015,4401963-2,3.0,2.0,4.0,N
4401706,08/01/2015,4401706-2,2.0,2.0,10.0,N
4401708,08/01/2015,4401708-1,5.0,2.0,7.0,N
4401869,08/01/2015,4401869-1,3.0,2.0,10.0,N
4401869,08/01/2015,4401869-2,7.0,2.0,4.0,N
4412503,08/01/2015,4412503-2,4.0,2.0,1.0,N
4401762,09/01/2015,4401762-1,2.0,2.0,4.0,N
4401765,09/01/2015,4401765-1,5.0,2.0,11.0,N
4401768,09/01/2015,4401768-1,7.0,2.0,4.0,N
4401804,09/01/2015,4401804-2,2.0,2.0,10.0,N
4401811,09/01/2015,4401811-1,3.0,2.0,10.0,N
4401817,09/01/2015,4401817-1,2.0,2.0,10.0,N
4401813,09/01/2015,4401813-1,5.0,2.0,11.0,N
4401816,09/01/2015,4401816-1,2.0,2.0,10.0,N
4401816,09/01/2015,4401816-2,7.0,2.0,4.0,N
4401823,09/01/2015,4401823-1,2.0,2.0,10.0,N
4401822,09/01/2015,4401822-1,5.0,2.0,11.0,N
4401822,09/01/2015,4401822-2,7.0,2.0,6.0,N
4401822,09/01/2015,4401822-3,1.0,2.0,5.0,N
4401824,09/01/2015,4401824-1,5.0,2.0,11.0,N
4401824,09/01/2015,4401824-2,5.0,2.0,11.0,N
4401829,09/01/2015,4401829-1,1.0,2.0,5.0,N
4401829,09/01/2015,4401829-2,5.0,2.0,5.0,N
4401827,09/01/2015,4401827-1,7.0,2.0,4.0,N
4401832,09/01/2015,4401832-2,9.0,2.0,11.0,N
4401830,09/01/2015,4401830-1,4.0,2.0,11.0,N
4401830,09/01/2015,4401830-2,5.0,2.0,11.0,N
4401834,09/01/2015,4401834-1,9.0,2.0,11.0,N
4401831,09/01/2015,4401831-2,1.0,2.0,5.0,N
4401835,09/01/2015,4401835-1,9.0,2.0,11.0,N
4401839,09/01/2015,4401839-1,1.0,2.0,5.0,N
4401838,09/01/2015,4401838-2,2.0,2.0,4.0,N
4401840,09/01/2015,4401840-1,1.0,2.0,5.0,N
4401840,09/01/2015,4401840-2,7.0,2.0,4.0,N
4401841,09/01/2015,4401841-1,1.0,2.0,5.0,N
4401839,09/01/2015,4401839-3,1.0,2.0,5.0,N
4401843,09/01/2015,4401843-1,3.0,2.0,4.0,N
4401847,09/01/2015,4401847-1,4.0,2.0,11.0,N
4401844,09/01/2015,4401844-1,4.0,2.0,11.0,N
4401849,09/01/2015,4401849-1,4.0,2.0,11.0,N
4401848,09/01/2015,4401848-1,4.0,2.0,11.0,N
4401848,09/01/2015,4401848-2,2.0,2.0,4.0,N
4401850,09/01/2015,4401850-1,1.0,2.0,5.0,N
4401851,09/01/2015,4401851-1,5.0,2.0,11.0,N
4401856,09/01/2015,4401856-2,4.0,2.0,7.0,N
4401854,09/01/2015,4401854-2,1.0,2.0,5.0,N
4401858,09/01/2015,4401858-1,3.0,2.0,4.0,N
4401858,09/01/2015,4401858-2,2.0,2.0,10.0,N
4401860,09/01/2015,4401860-1,2.0,2.0,4.0,N
4401861,09/01/2015,4401861-1,3.0,2.0,4.0,N
4401863,09/01/2015,4401863-1,1.0,2.0,5.0,N
4401863,09/01/2015,4401863-2,5.0,2.0,11.0,N
4401885,09/01/2015,4401885-2,1.0,2.0,5.0,N
4401889,09/01/2015,4401889-2,4.0,2.0,11.0,N
4401894,09/01/2015,4401894-1,2.0,2.0,10.0,N
4401905,09/01/2015,4401905-1,1.0,2.0,5.0,N
4401905,09/01/2015,4401905-2,2.0,2.0,10.0,N
4401910,09/01/2015,4401910-1,1.0,2.0,10.0,N
4401910,09/01/2015,4401910-2,1.0,2.0,5.0,N
4401913,09/01/2015,4401913-1,8.0,2.0,11.0,N
4401914,09/01/2015,4401914-1,3.0,2.0,4.0,N
4401919,09/01/2015,4401919-2,8.0,2.0,11.0,N
4401924,09/01/2015,4401924-1,2.0,2.0,10.0,N
4401928,09/01/2015,4401928-1,5.0,2.0,11.0,N
4401929,09/01/2015,4401929-1,2.0,2.0,10.0,N
4401952,09/01/2015,4401952-2,2.0,2.0,8.0,N
4401966,09/01/2015,4401966-2,1.0,2.0,5.0,N
4401972,09/01/2015,4401972-1,4.0,2.0,11.0,N
4401972,09/01/2015,4401972-2,1.0,2.0,5.0,N
4402003,09/01/2015,4402003-1,9.0,2.0,11.0,N
4402003,09/01/2015,4402003-2,5.0,2.0,1.0,N
4402022,09/01/2015,4402022-1,2.0,2.0,4.0,N
4402022,09/01/2015,4402022-2,2.0,2.0,4.0,N
4402103,09/01/2015,4402103-1,7.0,2.0,4.0,N
4401866,10/01/2015,4401866-1,1.0,2.0,5.0,N
4401872,10/01/2015,4401872-1,2.0,2.0,10.0,N
4401873,10/01/2015,4401873-1,4.0,2.0,11.0,N
4401876,10/01/2015,4401876-1,4.0,2.0,11.0,N
4401877,10/01/2015,4401877-2,1.0,2.0,5.0,N
4401880,10/01/2015,4401880-2,5.0,2.0,7.0,N
4401886,10/01/2015,4401886-1,5.0,2.0,11.0,N
4401891,10/01/2015,4401891-1,1.0,2.0,5.0,N
4401891,10/01/2015,4401891-2,5.0,2.0,5.0,N
4401893,10/01/2015,4401893-1,5.0,2.0,1.0,N
4401893,10/01/2015,4401893-2,5.0,2.0,11.0,N
4401892,10/01/2015,4401892-1,1.0,2.0,5.0,N
4401895,10/01/2015,4401895-2,1.0,2.0,5.0,N
4401898,10/01/2015,4401898-1,1.0,2.0,5.0,N
4401896,10/01/2015,4401896-1,1.0,2.0,5.0,N
4401903,10/01/2015,4401903-1,1.0,2.0,5.0,N
4401907,10/01/2015,4401907-1,2.0,2.0,10.0,N
4401907,10/01/2015,4401907-3,1.0,2.0,5.0,N
4401918,10/01/2015,4401918-1,2.0,2.0,10.0,N
4401918,10/01/2015,4401918-3,1.0,2.0,5.0,N
4401931,10/01/2015,4401931-1,4.0,2.0,11.0,N
4401930,10/01/2015,4401930-1,2.0,2.0,10.0,N
4401930,10/01/2015,4401930-2,1.0,2.0,5.0,N
4401934,10/01/2015,4401934-1,2.0,2.0,10.0,N
4401936,10/01/2015,4401936-2,5.0,2.0,1.0,N
4401938,10/01/2015,4401938-1,1.0,2.0,5.0,N
4401938,10/01/2015,4401938-2,1.0,2.0,5.0,N
4401944,10/01/2015,4401944-2,2.0,2.0,10.0,N
4401947,10/01/2015,4401947-2,1.0,2.0,5.0,N
4401950,10/01/2015,4401950-1,2.0,2.0,10.0,N
4401962,10/01/2015,4401962-1,3.0,2.0,4.0,N
4401968,10/01/2015,4401968-1,1.0,2.0,5.0,N
4401974,10/01/2015,4401974-1,1.0,2.0,5.0,N
4401974,10/01/2015,4401974-2,7.0,2.0,4.0,N
4401980,10/01/2015,4401980-1,7.0,2.0,4.0,N
4401980,10/01/2015,4401980-2,2.0,2.0,10.0,N
4401978,10/01/2015,4401978-2,7.0,2.0,4.0,N
4401982,10/01/2015,4401982-2,8.0,2.0,1.0,N
4401985,10/01/2015,4401985-1,2.0,2.0,7.0,N
4401985,10/01/2015,4401985-2,7.0,2.0,1.0,N
4401986,10/01/2015,4401986-1,2.0,2.0,10.0,N
4401990,10/01/2015,4401990-3,2.0,2.0,10.0,N
4401994,10/01/2015,4401994-1,7.0,2.0,4.0,N
4402062,10/01/2015,4402062-1,4.0,2.0,11.0,N
4402078,10/01/2015,4402078-1,5.0,2.0,1.0,N
4425439,10/01/2015,4425439-1,4.0,2.0,11.0,N
4425439,10/01/2015,4425439-2,1.0,2.0,5.0,N
4401884,11/01/2015,4401884-2,5.0,2.0,11.0,N
4401901,11/01/2015,4401901-1,5.0,2.0,11.0,N
4401902,11/01/2015,4401902-2,9.0,2.0,11.0,N
4401906,11/01/2015,4401906-1,1.0,2.0,5.0,N
4401916,11/01/2015,4401916-1,7.0,2.0,4.0,N
4401920,11/01/2015,4401920-1,4.0,2.0,11.0,N
4401922,11/01/2015,4401922-1,1.0,2.0,5.0,N
4401948,11/01/2015,4401948-1,1.0,2.0,5.0,N
4401946,11/01/2015,4401946-1,1.0,2.0,5.0,N
4401946,11/01/2015,4401946-2,2.0,2.0,10.0,N
4401951,11/01/2015,4401951-1,1.0,2.0,5.0,N
4401951,11/01/2015,4401951-2,2.0,2.0,10.0,N
4401964,11/01/2015,4401964-1,1.0,2.0,5.0,N
4401976,11/01/2015,4401976-1,2.0,2.0,4.0,N
4401977,11/01/2015,4401977-2,1.0,2.0,5.0,N
4401979,11/01/2015,4401979-1,7.0,2.0,4.0,N
4401991,11/01/2015,4401991-2,2.0,2.0,10.0,N
4401875,12/01/2015,4401875-1,2.0,2.0,10.0,N
4401882,12/01/2015,4401882-1,1.0,2.0,5.0,N
4401882,12/01/2015,4401882-2,1.0,2.0,5.0,N
4401897,12/01/2015,4401897-1,2.0,2.0,4.0,N
4401949,12/01/2015,4401949-1,1.0,2.0,5.0,N
