CODIGO_ACCIDENTE,FECHA,VEHICULO,CLASE,SERVICIO,MODALIDAD,ENFUGA
4515446,20/04/2018,4515446-2,1.0,2.0,5.0,N
4515446,20/04/2018,4515446-3,1.0,2.0,5.0,N
4515450,20/04/2018,4515450-1,2.0,2.0,10.0,N
4515450,20/04/2018,4515450-2,1.0,2.0,5.0,N
4515452,20/04/2018,4515452-2,2.0,2.0,10.0,N
4515456,20/04/2018,4515456-1,2.0,2.0,6.0,N
4515458,20/04/2018,4515458-2,5.0,2.0,5.0,N
4515459,20/04/2018,4515459-1,1.0,2.0,5.0,N
4515463,20/04/2018,4515463-2,7.0,2.0,10.0,N
4515467,20/04/2018,4515467-2,2.0,2.0,4.0,N
4515468,20/04/2018,4515468-1,1.0,2.0,5.0,N
4515468,20/04/2018,4515468-2,1.0,2.0,5.0,N
4515470,20/04/2018,4515470-1,1.0,2.0,5.0,N
4515472,20/04/2018,4515472-1,2.0,2.0,10.0,N
4515474,20/04/2018,4515474-1,5.0,2.0,11.0,N
4515473,20/04/2018,4515473-2,7.0,2.0,4.0,N
4515475,20/04/2018,4515475-1,2.0,2.0,4.0,N
4515475,20/04/2018,4515475-2,5.0,2.0,5.0,N
4515477,20/04/2018,4515477-1,5.0,2.0,11.0,N
4515481,20/04/2018,4515481-1,5.0,2.0,11.0,N
4515485,20/04/2018,4515485-1,2.0,2.0,10.0,N
4515484,20/04/2018,4515484-2,1.0,2.0,5.0,N
4515490,20/04/2018,4515490-1,2.0,2.0,10.0,N
4515490,20/04/2018,4515490-2,1.0,2.0,5.0,N
4515494,20/04/2018,4515494-1,2.0,2.0,10.0,N
4515512,20/04/2018,4515512-1,2.0,2.0,4.0,N
4515516,20/04/2018,4515516-1,5.0,2.0,11.0,N
4516107,20/04/2018,4516107-1,2.0,2.0,4.0,N
4516107,20/04/2018,4516107-2,2.0,2.0,4.0,N
4515523,20/04/2018,4515523-1,2.0,2.0,10.0,N
4515523,20/04/2018,4515523-2,1.0,2.0,5.0,N
4515528,20/04/2018,4515528-1,5.0,2.0,11.0,N
4515533,20/04/2018,4515533-1,2.0,2.0,7.0,N
4515533,20/04/2018,4515533-2,2.0,2.0,7.0,N
4515537,20/04/2018,4515537-1,5.0,2.0,11.0,N
4515537,20/04/2018,4515537-2,2.0,2.0,4.0,N
4515544,20/04/2018,4515544-2,2.0,2.0,7.0,N
4515548,20/04/2018,4515548-1,1.0,2.0,5.0,N
4515548,20/04/2018,4515548-2,2.0,2.0,10.0,N
4515549,20/04/2018,4515549-1,7.0,2.0,4.0,N
4515551,20/04/2018,4515551-2,2.0,2.0,6.0,N
4515552,20/04/2018,4515552-1,1.0,2.0,5.0,N
4515552,20/04/2018,4515552-2,1.0,2.0,5.0,N
4515554,20/04/2018,4515554-2,2.0,2.0,4.0,N
4515558,20/04/2018,4515558-1,1.0,2.0,5.0,N
4515565,20/04/2018,4515565-1,2.0,2.0,4.0,N
4515565,20/04/2018,4515565-2,2.0,2.0,10.0,N
4515571,20/04/2018,4515571-1,1.0,2.0,5.0,N
4515571,20/04/2018,4515571-2,1.0,2.0,5.0,N
4515587,20/04/2018,4515587-1,5.0,2.0,1.0,N
4515587,20/04/2018,4515587-2,2.0,2.0,10.0,N
4515593,20/04/2018,4515593-2,3.0,2.0,10.0,N
4515601,20/04/2018,4515601-1,2.0,2.0,10.0,N
4515601,20/04/2018,4515601-2,2.0,2.0,10.0,N
4515612,20/04/2018,4515612-1,1.0,2.0,5.0,N
4515617,20/04/2018,4515617-2,2.0,2.0,4.0,N
4515621,20/04/2018,4515621-2,2.0,2.0,10.0,N
4515618,20/04/2018,4515618-1,9.0,2.0,11.0,N
4516456,20/04/2018,4516456-1,5.0,2.0,11.0,N
4516554,20/04/2018,4516554-1,1.0,2.0,5.0,N
4515342,20/04/2018,4515342-1,5.0,2.0,11.0,N
4515359,20/04/2018,4515359-1,2.0,2.0,4.0,N
4515365,20/04/2018,4515365-2,1.0,2.0,5.0,N
4515369,20/04/2018,4515369-1,2.0,2.0,10.0,N
4515377,20/04/2018,4515377-1,1.0,2.0,5.0,N
4515380,20/04/2018,4515380-2,5.0,2.0,11.0,N
4515386,20/04/2018,4515386-3,4.0,2.0,11.0,N
4515403,20/04/2018,4515403-1,5.0,2.0,5.0,N
4515408,20/04/2018,4515408-1,2.0,2.0,10.0,N
4515411,20/04/2018,4515411-1,1.0,2.0,5.0,N
4515412,20/04/2018,4515412-1,7.0,2.0,4.0,N
4515416,20/04/2018,4515416-1,1.0,2.0,5.0,N
4515418,20/04/2018,4515418-2,1.0,2.0,5.0,N
4515421,20/04/2018,4515421-2,1.0,2.0,5.0,N
4515425,20/04/2018,4515425-1,1.0,2.0,5.0,N
4515424,20/04/2018,4515424-1,2.0,2.0,10.0,N
4515426,20/04/2018,4515426-1,2.0,2.0,4.0,N
4515426,20/04/2018,4515426-2,5.0,2.0,11.0,N
4515429,20/04/2018,4515429-1,2.0,2.0,4.0,N
4515430,20/04/2018,4515430-2,2.0,2.0,4.0,N
4515428,20/04/2018,4515428-1,1.0,2.0,5.0,N
4515432,20/04/2018,4515432-1,1.0,2.0,5.0,N
4515432,20/04/2018,4515432-2,2.0,2.0,10.0,N
4515435,20/04/2018,4515435-1,2.0,2.0,4.0,N
4515495,21/04/2018,4515495-1,2.0,2.0,10.0,N
4515497,21/04/2018,4515497-1,1.0,2.0,5.0,N
4515499,21/04/2018,4515499-1,3.0,2.0,4.0,N
4515501,21/04/2018,4515501-1,2.0,2.0,4.0,N
4515505,21/04/2018,4515505-3,5.0,2.0,11.0,N
4515511,21/04/2018,4515511-1,7.0,2.0,4.0,N
4515511,21/04/2018,4515511-2,7.0,2.0,4.0,N
4515515,21/04/2018,4515515-1,2.0,2.0,10.0,N
4515514,21/04/2018,4515514-2,2.0,2.0,10.0,N
4515526,21/04/2018,4515526-1,1.0,2.0,5.0,N
4515527,21/04/2018,4515527-1,1.0,2.0,5.0,N
4515527,21/04/2018,4515527-2,1.0,2.0,5.0,N
4515530,21/04/2018,4515530-1,5.0,2.0,11.0,N
4515534,21/04/2018,4515534-1,5.0,2.0,5.0,N
4515539,21/04/2018,4515539-1,1.0,2.0,5.0,N
4515541,21/04/2018,4515541-1,2.0,2.0,10.0,N
4515546,21/04/2018,4515546-2,4.0,2.0,5.0,N
4515561,21/04/2018,4515561-1,2.0,2.0,4.0,N
4515566,21/04/2018,4515566-2,2.0,2.0,10.0,N
4515572,21/04/2018,4515572-2,5.0,2.0,1.0,N
4515570,21/04/2018,4515570-1,2.0,2.0,10.0,N
4515570,21/04/2018,4515570-2,5.0,2.0,11.0,N
4515576,21/04/2018,4515576-1,4.0,2.0,11.0,N
4515574,21/04/2018,4515574-1,5.0,2.0,10.0,N
4515578,21/04/2018,4515578-1,9.0,2.0,11.0,N
4515589,21/04/2018,4515589-1,4.0,2.0,11.0,N
4515595,21/04/2018,4515595-2,1.0,2.0,5.0,N
4515598,21/04/2018,4515598-1,1.0,2.0,5.0,N
4515598,21/04/2018,4515598-2,3.0,2.0,10.0,N
4515607,21/04/2018,4515607-1,1.0,2.0,5.0,N
4515607,21/04/2018,4515607-2,5.0,2.0,7.0,N
4515619,21/04/2018,4515619-2,2.0,2.0,10.0,N
4515624,21/04/2018,4515624-1,5.0,2.0,11.0,N
4515624,21/04/2018,4515624-2,5.0,2.0,11.0,N
4515624,21/04/2018,4515624-3,4.0,2.0,11.0,N
4515625,21/04/2018,4515625-2,5.0,2.0,11.0,N
4515627,21/04/2018,4515627-2,7.0,2.0,4.0,N
4515629,21/04/2018,4515629-3,5.0,2.0,7.0,N
4515631,21/04/2018,4515631-2,8.0,2.0,11.0,N
4515636,21/04/2018,4515636-1,2.0,2.0,4.0,N
4515644,21/04/2018,4515644-1,9.0,2.0,11.0,N
4515647,21/04/2018,4515647-1,2.0,2.0,10.0,N
4515650,21/04/2018,4515650-1,5.0,2.0,11.0,N
4515650,21/04/2018,4515650-2,1.0,2.0,5.0,N
4515652,21/04/2018,4515652-1,3.0,2.0,10.0,N
4515652,21/04/2018,4515652-2,1.0,2.0,5.0,N
4515654,21/04/2018,4515654-1,2.0,2.0,10.0,N
4515658,21/04/2018,4515658-2,5.0,2.0,11.0,N
4515687,21/04/2018,4515687-1,4.0,2.0,11.0,N
4515694,21/04/2018,4515694-1,2.0,2.0,4.0,N
4515701,21/04/2018,4515701-1,2.0,2.0,9.0,N
4515704,21/04/2018,4515704-2,1.0,2.0,5.0,N
4515706,21/04/2018,4515706-1,9.0,2.0,11.0,N
4515713,21/04/2018,4515713-1,2.0,2.0,4.0,N
4515713,21/04/2018,4515713-2,8.0,2.0,11.0,N
4515715,21/04/2018,4515715-1,2.0,2.0,4.0,N
4515719,21/04/2018,4515719-1,7.0,2.0,4.0,N
4515719,21/04/2018,4515719-2,8.0,2.0,11.0,N
4515726,21/04/2018,4515726-2,2.0,2.0,4.0,N
4515741,21/04/2018,4515741-2,2.0,2.0,10.0,N
4515761,21/04/2018,4515761-1,1.0,2.0,5.0,N
4515776,21/04/2018,4515776-1,2.0,2.0,10.0,N
4515779,21/04/2018,4515779-2,1.0,2.0,5.0,N
4515782,21/04/2018,4515782-1,1.0,2.0,5.0,N
4515782,21/04/2018,4515782-2,1.0,2.0,5.0,N
4515786,21/04/2018,4515786-1,9.0,2.0,11.0,N
4515786,21/04/2018,4515786-2,1.0,2.0,5.0,N
4515788,21/04/2018,4515788-1,2.0,2.0,4.0,N
4515997,21/04/2018,4515997-1,1.0,2.0,5.0,N
4515400,21/04/2018,4515400-1,7.0,2.0,6.0,N
4515406,21/04/2018,4515406-1,2.0,2.0,9.0,N
4515413,21/04/2018,4515413-1,1.0,2.0,5.0,N
4515420,21/04/2018,4515420-2,1.0,2.0,5.0,N
10461350,22/04/2018,10461350-1,5.0,2.0,10.0,N
10461350,22/04/2018,10461350-2,2.0,2.0,1.0,N
4515492,22/04/2018,4515492-1,1.0,2.0,5.0,N
4515492,22/04/2018,4515492-2,1.0,2.0,5.0,N
4515500,22/04/2018,4515500-1,2.0,2.0,4.0,N
4515504,22/04/2018,4515504-1,1.0,2.0,5.0,N
4515502,22/04/2018,4515502-1,1.0,2.0,5.0,N
4515513,22/04/2018,4515513-1,1.0,2.0,5.0,N
4515517,22/04/2018,4515517-1,1.0,2.0,5.0,N
4515532,22/04/2018,4515532-1,2.0,2.0,10.0,N
4515567,22/04/2018,4515567-2,1.0,2.0,10.0,N
4515573,22/04/2018,4515573-1,1.0,2.0,5.0,N
4515579,22/04/2018,4515579-1,9.0,2.0,11.0,N
4515583,22/04/2018,4515583-2,3.0,2.0,5.0,N
4515584,22/04/2018,4515584-1,1.0,2.0,5.0,N
4515588,22/04/2018,4515588-1,2.0,2.0,4.0,N
4515592,22/04/2018,4515592-2,2.0,2.0,10.0,N
4515596,22/04/2018,4515596-1,1.0,2.0,5.0,N
4515600,22/04/2018,4515600-2,1.0,2.0,5.0,N
4515609,22/04/2018,4515609-2,1.0,2.0,5.0,N
4515623,22/04/2018,4515623-1,1.0,2.0,5.0,N
4515628,22/04/2018,4515628-1,4.0,2.0,11.0,N
4515630,22/04/2018,4515630-1,7.0,2.0,4.0,N
4515638,22/04/2018,4515638-1,7.0,2.0,5.0,N
4515638,22/04/2018,4515638-2,1.0,2.0,5.0,N
4515643,22/04/2018,4515643-1,4.0,2.0,11.0,N
4515653,22/04/2018,4515653-1,1.0,2.0,5.0,N
4515656,22/04/2018,4515656-2,1.0,2.0,5.0,N
4515663,22/04/2018,4515663-1,1.0,2.0,5.0,N
4515666,22/04/2018,4515666-1,7.0,2.0,4.0,N
4515690,22/04/2018,4515690-1,1.0,2.0,5.0,N
4515691,22/04/2018,4515691-2,4.0,2.0,11.0,N
4515769,22/04/2018,4515769-1,1.0,2.0,5.0,N
4515769,22/04/2018,4515769-2,1.0,2.0,5.0,N
4515831,22/04/2018,4515831-1,1.0,2.0,5.0,N
4515834,22/04/2018,4515834-2,7.0,2.0,4.0,N
4515836,22/04/2018,4515836-2,2.0,2.0,10.0,N
4515613,23/04/2018,4515613-1,2.0,2.0,10.0,N
4515667,23/04/2018,4515667-1,2.0,2.0,10.0,N
4515665,23/04/2018,4515665-1,5.0,2.0,11.0,N
4515670,23/04/2018,4515670-1,1.0,2.0,11.0,N
4515668,23/04/2018,4515668-3,7.0,2.0,7.0,N
4515671,23/04/2018,4515671-2,1.0,2.0,5.0,N
4515677,23/04/2018,4515677-1,2.0,2.0,10.0,N
4515681,23/04/2018,4515681-1,8.0,2.0,11.0,N
4515700,23/04/2018,4515700-2,2.0,2.0,10.0,N
4515707,23/04/2018,4515707-2,7.0,2.0,5.0,N
4515710,23/04/2018,4515710-2,2.0,2.0,10.0,N
4515714,23/04/2018,4515714-2,1.0,2.0,10.0,N
4515712,23/04/2018,4515712-1,2.0,2.0,4.0,N
4515717,23/04/2018,4515717-1,1.0,2.0,5.0,N
4515717,23/04/2018,4515717-2,2.0,2.0,4.0,N
4515718,23/04/2018,4515718-1,2.0,2.0,10.0,N
4515722,23/04/2018,4515722-2,4.0,2.0,11.0,N
4515724,23/04/2018,4515724-1,1.0,2.0,5.0,N
4515723,23/04/2018,4515723-2,5.0,2.0,7.0,N
4515727,23/04/2018,4515727-1,1.0,2.0,5.0,N
4515730,23/04/2018,4515730-1,5.0,2.0,11.0,N
4515730,23/04/2018,4515730-2,7.0,2.0,6.0,N
4515728,23/04/2018,4515728-1,2.0,2.0,4.0,N
4515729,23/04/2018,4515729-1,4.0,2.0,11.0,N
4515732,23/04/2018,4515732-1,1.0,2.0,5.0,N
4515733,23/04/2018,4515733-1,1.0,2.0,5.0,N
4515734,23/04/2018,4515734-1,1.0,2.0,5.0,N
4515735,23/04/2018,4515735-1,9.0,2.0,11.0,N
4515736,23/04/2018,4515736-1,3.0,2.0,4.0,N
4515738,23/04/2018,4515738-1,1.0,2.0,5.0,N
4515738,23/04/2018,4515738-2,2.0,2.0,4.0,N
4515743,23/04/2018,4515743-1,1.0,2.0,5.0,N
4515743,23/04/2018,4515743-2,2.0,2.0,10.0,N
4515748,23/04/2018,4515748-1,4.0,2.0,11.0,N
4515748,23/04/2018,4515748-2,4.0,2.0,11.0,N
4515747,23/04/2018,4515747-1,2.0,2.0,4.0,N
4515753,23/04/2018,4515753-2,4.0,2.0,11.0,N
4515755,23/04/2018,4515755-1,3.0,2.0,10.0,N
4515758,23/04/2018,4515758-1,4.0,2.0,11.0,N
4515762,23/04/2018,4515762-1,1.0,2.0,5.0,N
4515763,23/04/2018,4515763-1,1.0,2.0,5.0,N
4515763,23/04/2018,4515763-2,2.0,2.0,10.0,N
4515764,23/04/2018,4515764-1,1.0,2.0,5.0,N
4515766,23/04/2018,4515766-1,8.0,2.0,11.0,N
4515767,23/04/2018,4515767-1,5.0,2.0,11.0,N
4515768,23/04/2018,4515768-1,2.0,2.0,10.0,N
4515771,23/04/2018,4515771-2,8.0,2.0,11.0,N
4515774,23/04/2018,4515774-2,1.0,2.0,5.0,N
4515772,23/04/2018,4515772-2,2.0,2.0,10.0,N
4515777,23/04/2018,4515777-1,3.0,2.0,4.0,N
4515797,23/04/2018,4515797-2,1.0,2.0,5.0,N
4515799,23/04/2018,4515799-1,2.0,2.0,10.0,N
4515802,23/04/2018,4515802-1,2.0,2.0,10.0,N
4515803,23/04/2018,4515803-1,7.0,2.0,10.0,N
4515806,23/04/2018,4515806-1,5.0,2.0,11.0,N
4515822,23/04/2018,4515822-1,2.0,2.0,10.0,N
4515827,23/04/2018,4515827-1,2.0,2.0,10.0,N
4515830,23/04/2018,4515830-1,5.0,2.0,11.0,N
4515837,23/04/2018,4515837-1,1.0,2.0,5.0,N
4515838,23/04/2018,4515838-1,1.0,2.0,4.0,N
4515838,23/04/2018,4515838-2,7.0,2.0,4.0,N
4515864,23/04/2018,4515864-2,2.0,2.0,10.0,N
4516574,23/04/2018,4516574-1,9.0,2.0,11.0,N
4516113,24/04/2018,4516113-1,1.0,2.0,5.0,N
10446727,24/04/2018,10446727-2,2.0,2.0,10.0,N
4515775,24/04/2018,4515775-1,4.0,2.0,11.0,N
4515781,24/04/2018,4515781-1,3.0,2.0,4.0,N
4515784,24/04/2018,4515784-1,2.0,2.0,4.0,N
4515784,24/04/2018,4515784-2,5.0,2.0,11.0,N
4515784,24/04/2018,4515784-3,1.0,2.0,5.0,N
4515783,24/04/2018,4515783-2,9.0,2.0,11.0,N
4515789,24/04/2018,4515789-2,7.0,2.0,6.0,N
4515787,24/04/2018,4515787-1,9.0,2.0,11.0,N
4515791,24/04/2018,4515791-2,7.0,2.0,6.0,N
4515790,24/04/2018,4515790-2,1.0,2.0,5.0,N
4515793,24/04/2018,4515793-3,1.0,2.0,5.0,N
4515794,24/04/2018,4515794-1,2.0,2.0,10.0,N
4515794,24/04/2018,4515794-2,7.0,2.0,4.0,N
4515796,24/04/2018,4515796-1,8.0,2.0,11.0,N
4515796,24/04/2018,4515796-2,2.0,2.0,4.0,N
4515800,24/04/2018,4515800-3,2.0,2.0,10.0,N
4515805,24/04/2018,4515805-1,1.0,2.0,5.0,N
4515807,24/04/2018,4515807-1,7.0,2.0,4.0,N
4515810,24/04/2018,4515810-1,1.0,2.0,5.0,N
4515809,24/04/2018,4515809-1,5.0,2.0,8.0,N
4515811,24/04/2018,4515811-1,5.0,2.0,11.0,N
4515815,24/04/2018,4515815-1,7.0,2.0,7.0,N
4515816,24/04/2018,4515816-1,3.0,2.0,10.0,N
4515817,24/04/2018,4515817-1,2.0,2.0,10.0,N
4515820,24/04/2018,4515820-1,2.0,2.0,4.0,N
4515820,24/04/2018,4515820-2,1.0,2.0,5.0,N
4515823,24/04/2018,4515823-1,1.0,2.0,5.0,N
4515826,24/04/2018,4515826-1,4.0,2.0,11.0,N
4515835,24/04/2018,4515835-2,5.0,2.0,11.0,N
4515839,24/04/2018,4515839-2,4.0,2.0,11.0,N
4515840,24/04/2018,4515840-1,5.0,2.0,9.0,N
4515842,24/04/2018,4515842-1,3.0,2.0,10.0,N
4515847,24/04/2018,4515847-1,2.0,2.0,4.0,N
4515846,24/04/2018,4515846-1,2.0,2.0,10.0,N
4515846,24/04/2018,4515846-2,7.0,2.0,4.0,N
4515849,24/04/2018,4515849-1,5.0,2.0,2.0,N
4515850,24/04/2018,4515850-1,4.0,2.0,11.0,N
4515848,24/04/2018,4515848-2,1.0,2.0,5.0,N
4515854,24/04/2018,4515854-1,5.0,2.0,11.0,N
4515855,24/04/2018,4515855-2,4.0,2.0,11.0,N
4515856,24/04/2018,4515856-1,2.0,2.0,4.0,N
4515857,24/04/2018,4515857-1,2.0,2.0,10.0,N
4515858,24/04/2018,4515858-2,5.0,2.0,11.0,N
4515860,24/04/2018,4515860-1,5.0,2.0,9.0,N
4515859,24/04/2018,4515859-1,7.0,2.0,4.0,N
4515863,24/04/2018,4515863-1,2.0,2.0,10.0,N
4515862,24/04/2018,4515862-1,1.0,2.0,5.0,N
4515862,24/04/2018,4515862-2,2.0,2.0,10.0,N
4515867,24/04/2018,4515867-1,1.0,2.0,5.0,N
4515867,24/04/2018,4515867-2,4.0,2.0,11.0,N
4515865,24/04/2018,4515865-1,3.0,2.0,4.0,N
4515865,24/04/2018,4515865-2,2.0,2.0,6.0,N
4515869,24/04/2018,4515869-1,2.0,2.0,4.0,N
4515873,24/04/2018,4515873-1,4.0,2.0,11.0,N
4515872,24/04/2018,4515872-1,9.0,2.0,11.0,N
4515877,24/04/2018,4515877-1,2.0,2.0,10.0,N
4515882,24/04/2018,4515882-1,5.0,2.0,11.0,N
4515882,24/04/2018,4515882-2,1.0,2.0,5.0,N
4515883,24/04/2018,4515883-1,1.0,2.0,5.0,N
4515884,24/04/2018,4515884-2,5.0,2.0,11.0,N
4515885,24/04/2018,4515885-2,1.0,2.0,5.0,N
4515886,24/04/2018,4515886-2,2.0,2.0,4.0,N
4515891,24/04/2018,4515891-2,2.0,2.0,10.0,N
4515893,24/04/2018,4515893-1,1.0,2.0,5.0,N
4515894,24/04/2018,4515894-1,2.0,2.0,10.0,N
4515896,24/04/2018,4515896-2,3.0,2.0,4.0,N
4515898,24/04/2018,4515898-1,1.0,2.0,5.0,N
4515902,24/04/2018,4515902-1,1.0,2.0,5.0,N
4515902,24/04/2018,4515902-2,2.0,2.0,7.0,N
4515905,24/04/2018,4515905-1,7.0,2.0,7.0,N
4515912,24/04/2018,4515912-1,2.0,2.0,10.0,N
4515916,24/04/2018,4515916-1,4.0,2.0,11.0,N
4515916,24/04/2018,4515916-2,7.0,2.0,4.0,N
4515921,24/04/2018,4515921-2,1.0,2.0,5.0,N
4515927,24/04/2018,4515927-1,1.0,2.0,5.0,N
4515928,24/04/2018,4515928-1,2.0,2.0,10.0,N
4515929,24/04/2018,4515929-2,1.0,2.0,5.0,N
4515935,24/04/2018,4515935-1,4.0,2.0,11.0,N
4515934,24/04/2018,4515934-1,1.0,2.0,5.0,N
4515933,24/04/2018,4515933-1,7.0,2.0,10.0,N
4515945,24/04/2018,4515945-1,1.0,2.0,5.0,N
4515947,24/04/2018,4515947-1,7.0,2.0,4.0,N
4515951,24/04/2018,4515951-1,1.0,2.0,5.0,N
4515975,24/04/2018,4515975-1,2.0,2.0,4.0,N
4515981,24/04/2018,4515981-1,2.0,2.0,4.0,N
4515981,24/04/2018,4515981-2,1.0,2.0,5.0,N
4515983,24/04/2018,4515983-1,1.0,2.0,5.0,N
4515983,24/04/2018,4515983-2,2.0,2.0,10.0,N
4515990,24/04/2018,4515990-2,2.0,2.0,4.0,N
4516004,24/04/2018,4516004-2,1.0,2.0,5.0,N
4516023,24/04/2018,4516023-2,2.0,2.0,4.0,N
4516029,24/04/2018,4516029-1,7.0,2.0,4.0,N
4516029,24/04/2018,4516029-2,1.0,2.0,5.0,N
4516073,25/04/2018,4516073-1,1.0,2.0,5.0,N
4516078,25/04/2018,4516078-1,2.0,2.0,10.0,N
4516077,25/04/2018,4516077-2,2.0,2.0,10.0,N
4516083,25/04/2018,4516083-1,4.0,2.0,11.0,N
4516081,25/04/2018,4516081-1,1.0,2.0,5.0,N
4516081,25/04/2018,4516081-2,2.0,2.0,10.0,N
4516101,25/04/2018,4516101-1,2.0,2.0,4.0,N
4516101,25/04/2018,4516101-2,1.0,2.0,5.0,N
4516108,25/04/2018,4516108-1,5.0,2.0,11.0,N
4516123,25/04/2018,4516123-1,4.0,2.0,11.0,N
4516123,25/04/2018,4516123-2,4.0,2.0,11.0,N
4516757,25/04/2018,4516757-1,5.0,2.0,11.0,N
4516150,25/04/2018,4516150-1,1.0,2.0,5.0,N
4515900,25/04/2018,4515900-1,1.0,2.0,5.0,N
4515901,25/04/2018,4515901-2,1.0,2.0,5.0,N
4516538,25/04/2018,4516538-1,4.0,2.0,11.0,N
4515904,25/04/2018,4515904-1,2.0,2.0,10.0,N
4515906,25/04/2018,4515906-1,8.0,2.0,11.0,N
4515906,25/04/2018,4515906-2,8.0,2.0,11.0,N
4515911,25/04/2018,4515911-2,8.0,2.0,11.0,N
4515913,25/04/2018,4515913-1,7.0,2.0,4.0,N
4515913,25/04/2018,4515913-2,1.0,2.0,5.0,N
4515914,25/04/2018,4515914-2,8.0,2.0,11.0,N
4515918,25/04/2018,4515918-1,2.0,2.0,10.0,N
4515919,25/04/2018,4515919-1,2.0,2.0,4.0,N
4515919,25/04/2018,4515919-2,1.0,2.0,5.0,N
4515922,25/04/2018,4515922-1,2.0,2.0,10.0,N
4515923,25/04/2018,4515923-1,1.0,2.0,5.0,N
4515924,25/04/2018,4515924-1,1.0,2.0,5.0,N
4515925,25/04/2018,4515925-1,2.0,2.0,10.0,N
4515925,25/04/2018,4515925-2,8.0,2.0,11.0,N
4515926,25/04/2018,4515926-2,8.0,2.0,11.0,N
4515939,25/04/2018,4515939-1,1.0,2.0,5.0,N
4515941,25/04/2018,4515941-1,3.0,2.0,5.0,N
4515944,25/04/2018,4515944-1,8.0,2.0,2.0,N
4515952,25/04/2018,4515952-1,1.0,2.0,5.0,N
4515959,25/04/2018,4515959-1,2.0,2.0,10.0,N
4515961,25/04/2018,4515961-1,1.0,2.0,5.0,N
4515960,25/04/2018,4515960-1,1.0,2.0,5.0,N
4515960,25/04/2018,4515960-3,4.0,2.0,11.0,N
4515962,25/04/2018,4515962-1,1.0,2.0,5.0,N
4515965,25/04/2018,4515965-1,1.0,2.0,5.0,N
4515964,25/04/2018,4515964-1,1.0,2.0,5.0,N
4515963,25/04/2018,4515963-1,2.0,2.0,10.0,N
4515963,25/04/2018,4515963-2,8.0,2.0,11.0,N
4515966,25/04/2018,4515966-1,1.0,2.0,5.0,N
4515966,25/04/2018,4515966-2,4.0,2.0,11.0,N
4515968,25/04/2018,4515968-1,1.0,2.0,5.0,N
4515968,25/04/2018,4515968-2,1.0,2.0,5.0,N
4515979,25/04/2018,4515979-1,4.0,2.0,11.0,N
4515985,25/04/2018,4515985-1,2.0,2.0,10.0,N
4515986,25/04/2018,4515986-1,7.0,2.0,4.0,N
4515988,25/04/2018,4515988-1,5.0,2.0,11.0,N
4515987,25/04/2018,4515987-1,5.0,2.0,11.0,N
4515992,25/04/2018,4515992-1,8.0,2.0,11.0,N
4515994,25/04/2018,4515994-1,5.0,2.0,7.0,N
4515995,25/04/2018,4515995-2,1.0,2.0,5.0,N
4515998,25/04/2018,4515998-1,1.0,2.0,5.0,N
4516000,25/04/2018,4516000-1,2.0,2.0,4.0,N
4516000,25/04/2018,4516000-2,4.0,2.0,11.0,N
4516001,25/04/2018,4516001-1,5.0,2.0,11.0,N
4516008,25/04/2018,4516008-2,9.0,2.0,11.0,N
4516009,25/04/2018,4516009-2,8.0,2.0,2.0,N
4516010,25/04/2018,4516010-2,1.0,2.0,5.0,N
4516011,25/04/2018,4516011-1,4.0,2.0,11.0,N
4516011,25/04/2018,4516011-2,1.0,2.0,5.0,N
4516015,25/04/2018,4516015-1,1.0,2.0,5.0,N
4516013,25/04/2018,4516013-2,2.0,2.0,10.0,N
4516014,25/04/2018,4516014-2,1.0,2.0,4.0,N
4516016,25/04/2018,4516016-1,2.0,2.0,10.0,N
4516021,25/04/2018,4516021-2,5.0,2.0,6.0,N
4516026,25/04/2018,4516026-3,9.0,2.0,11.0,N
4516030,25/04/2018,4516030-1,1.0,2.0,5.0,N
4516031,25/04/2018,4516031-1,4.0,2.0,2.0,N
4516031,25/04/2018,4516031-2,4.0,2.0,2.0,N
4516049,25/04/2018,4516049-1,4.0,2.0,11.0,N
4516050,25/04/2018,4516050-1,2.0,2.0,10.0,N
4516053,25/04/2018,4516053-1,2.0,2.0,10.0,N
4516054,25/04/2018,4516054-1,1.0,2.0,5.0,N
4516057,25/04/2018,4516057-1,2.0,2.0,10.0,N
4516067,26/04/2018,4516067-1,2.0,2.0,4.0,N
4516080,26/04/2018,4516080-1,2.0,2.0,4.0,N
4516079,26/04/2018,4516079-1,1.0,2.0,5.0,N
4516079,26/04/2018,4516079-2,5.0,2.0,11.0,N
4516082,26/04/2018,4516082-1,1.0,2.0,5.0,N
4516084,26/04/2018,4516084-1,4.0,2.0,11.0,N
4516085,26/04/2018,4516085-1,2.0,2.0,10.0,N
4516086,26/04/2018,4516086-2,1.0,2.0,5.0,N
4516087,26/04/2018,4516087-1,1.0,2.0,5.0,N
4516087,26/04/2018,4516087-2,2.0,2.0,10.0,N
4516088,26/04/2018,4516088-1,2.0,2.0,10.0,N
4516089,26/04/2018,4516089-1,1.0,2.0,5.0,N
4516089,26/04/2018,4516089-2,5.0,2.0,11.0,N
4516091,26/04/2018,4516091-1,2.0,2.0,4.0,N
4516091,26/04/2018,4516091-2,2.0,2.0,10.0,N
4516096,26/04/2018,4516096-1,7.0,2.0,6.0,N
4516096,26/04/2018,4516096-2,2.0,2.0,10.0,N
