CODIGO_ACCIDENTE,FECHA,CODIGO_CAUSA
4417991,11/07/2015,121
4417990,11/07/2015,115
4417993,11/07/2015,121
4417994,11/07/2015,143
4417995,11/07/2015,145
4417997,11/07/2015,103
4417996,11/07/2015,121
4417949,11/07/2015,106
4417921,11/07/2015,121
4418472,11/07/2015,157
4417837,12/07/2015,411
4417857,12/07/2015,114
4417861,12/07/2015,411
4418004,12/07/2015,410
4418012,12/07/2015,139
4418021,12/07/2015,121
4418025,12/07/2015,116
4418035,12/07/2015,115
4417818,12/07/2015,116
4417818,12/07/2015,411
4417835,12/07/2015,411
4417837,12/07/2015,410
4417846,12/07/2015,411
4417848,12/07/2015,121
4417840,12/07/2015,123
4417840,12/07/2015,157
4417854,12/07/2015,112
4417857,12/07/2015,112
4417858,12/07/2015,105
4417859,12/07/2015,112
4417861,12/07/2015,402
4417863,12/07/2015,121
4417865,12/07/2015,154
4417875,12/07/2015,157
4417967,12/07/2015,411
4417983,12/07/2015,157
4417998,12/07/2015,139
4417998,12/07/2015,304
4417999,12/07/2015,116
4418001,12/07/2015,121
4418002,12/07/2015,145
4418003,12/07/2015,121
4418004,12/07/2015,409
4418006,12/07/2015,115
4418007,12/07/2015,157
4418007,12/07/2015,411
4418011,12/07/2015,134
4418010,12/07/2015,103
4418012,12/07/2015,121
4418015,12/07/2015,157
4418015,12/07/2015,157
4418018,12/07/2015,103
4418019,12/07/2015,157
4418023,12/07/2015,157
4418021,12/07/2015,115
4418025,12/07/2015,121
4418027,12/07/2015,103
4418032,12/07/2015,115
4418032,12/07/2015,157
4418036,12/07/2015,304
4418035,12/07/2015,121
4418040,12/07/2015,121
4418044,12/07/2015,157
4418043,12/07/2015,121
4418045,12/07/2015,157
4418047,12/07/2015,121
4418050,12/07/2015,112
4418055,12/07/2015,103
4418055,12/07/2015,121
4418057,12/07/2015,112
4418061,12/07/2015,121
4418058,12/07/2015,121
4418060,12/07/2015,103
4418065,12/07/2015,121
4418062,12/07/2015,139
4418064,12/07/2015,121
4418066,12/07/2015,115
4418067,12/07/2015,121
4418069,12/07/2015,112
4418072,12/07/2015,121
4418070,12/07/2015,133
4418076,12/07/2015,103
4418075,12/07/2015,134
4418079,12/07/2015,157
4418078,12/07/2015,121
4418081,12/07/2015,157
4418081,12/07/2015,157
4418085,12/07/2015,121
4418090,12/07/2015,112
4418089,12/07/2015,106
4418093,12/07/2015,157
4418091,12/07/2015,103
4417832,12/07/2015,411
4418262,12/07/2015,121
4417906,12/07/2015,98
4418051,13/07/2015,106
4418094,13/07/2015,411
4418074,13/07/2015,132
4418000,13/07/2015,411
4418008,13/07/2015,409
4418009,13/07/2015,506
4418014,13/07/2015,121
4418017,13/07/2015,123
4418020,13/07/2015,106
4418020,13/07/2015,116
4418022,13/07/2015,121
4418024,13/07/2015,121
4418026,13/07/2015,132
4418030,13/07/2015,157
4418028,13/07/2015,121
4418029,13/07/2015,103
4418031,13/07/2015,409
4418034,13/07/2015,93
4418033,13/07/2015,121
4418039,13/07/2015,404
4418041,13/07/2015,112
4418042,13/07/2015,112
4418046,13/07/2015,103
4418048,13/07/2015,121
4418049,13/07/2015,102
4418052,13/07/2015,115
4418051,13/07/2015,143
4418059,13/07/2015,121
4418063,13/07/2015,103
4418068,13/07/2015,122
4418071,13/07/2015,139
4418073,13/07/2015,121
4418077,13/07/2015,121
4418080,13/07/2015,121
4418082,13/07/2015,121
4418084,13/07/2015,157
4418086,13/07/2015,121
4418088,13/07/2015,121
4418087,13/07/2015,157
4418092,13/07/2015,103
4418097,13/07/2015,103
4418095,13/07/2015,103
4418096,13/07/2015,102
4418096,13/07/2015,122
4418100,13/07/2015,123
4418098,13/07/2015,411
4418099,13/07/2015,103
4418099,13/07/2015,141
4418101,13/07/2015,103
4418103,13/07/2015,157
4418102,13/07/2015,103
4418105,13/07/2015,121
4418104,13/07/2015,157
4418107,13/07/2015,121
4418106,13/07/2015,154
4418108,13/07/2015,103
4418110,13/07/2015,121
4418111,13/07/2015,121
4418112,13/07/2015,121
4418114,13/07/2015,121
4418116,13/07/2015,134
4418118,13/07/2015,157
4418120,13/07/2015,402
4418124,13/07/2015,121
4418126,13/07/2015,103
4418130,13/07/2015,121
4418129,13/07/2015,121
4418131,13/07/2015,121
4418133,13/07/2015,121
4418135,13/07/2015,116
4418135,13/07/2015,301
4418137,13/07/2015,121
4418139,13/07/2015,112
4418152,13/07/2015,157
4418152,13/07/2015,306
4418155,13/07/2015,411
4418160,13/07/2015,103
4418162,13/07/2015,112
4418171,13/07/2015,105
4418168,13/07/2015,121
4419425,13/07/2015,119
4419431,13/07/2015,411
4418194,13/07/2015,143
4418194,13/07/2015,141
4418197,13/07/2015,132
4418200,13/07/2015,121
4418094,13/07/2015,409
4418270,13/07/2015,103
4418270,13/07/2015,157
4418013,13/07/2015,157
4418460,13/07/2015,506
4418056,13/07/2015,103
4418151,14/07/2015,138
4418156,14/07/2015,411
4418177,14/07/2015,103
4418191,14/07/2015,145
4418340,14/07/2015,123
4418164,14/07/2015,139
4418164,14/07/2015,139
4418186,14/07/2015,301
4418113,14/07/2015,112
4418113,14/07/2015,157
4418115,14/07/2015,121
4418117,14/07/2015,121
4418117,14/07/2015,121
4418119,14/07/2015,121
4418121,14/07/2015,142
4418123,14/07/2015,106
4418132,14/07/2015,123
4418134,14/07/2015,121
4418136,14/07/2015,102
4418136,14/07/2015,106
4418128,14/07/2015,101
4418138,14/07/2015,112
4418140,14/07/2015,119
4418141,14/07/2015,103
4418142,14/07/2015,119
4418144,14/07/2015,411
4418143,14/07/2015,122
4418146,14/07/2015,157
4418147,14/07/2015,134
4418148,14/07/2015,112
4418145,14/07/2015,157
4418149,14/07/2015,157
4418153,14/07/2015,112
4418151,14/07/2015,103
4418150,14/07/2015,112
4418150,14/07/2015,306
4418156,14/07/2015,410
4418154,14/07/2015,121
4418159,14/07/2015,157
4418158,14/07/2015,157
4418161,14/07/2015,121
4418163,14/07/2015,121
4418163,14/07/2015,303
4418165,14/07/2015,103
4418167,14/07/2015,121
4418167,14/07/2015,202
4418169,14/07/2015,103
4418170,14/07/2015,103
4418173,14/07/2015,306
4418172,14/07/2015,121
4418174,14/07/2015,112
4418175,14/07/2015,121
4418176,14/07/2015,112
4418179,14/07/2015,112
4418177,14/07/2015,112
4418178,14/07/2015,103
4418183,14/07/2015,121
4418181,14/07/2015,123
4418182,14/07/2015,112
4418185,14/07/2015,121
4418180,14/07/2015,157
4418180,14/07/2015,157
4418184,14/07/2015,121
4418188,14/07/2015,122
4418188,14/07/2015,121
4418189,14/07/2015,121
4418187,14/07/2015,112
4418190,14/07/2015,121
4418191,14/07/2015,143
4418192,14/07/2015,103
4418195,14/07/2015,121
4418193,14/07/2015,142
4418196,14/07/2015,112
4418199,14/07/2015,157
4418198,14/07/2015,112
4418202,14/07/2015,121
4418201,14/07/2015,121
4418203,14/07/2015,157
4418203,14/07/2015,98
4418204,14/07/2015,157
4418204,14/07/2015,157
4418205,14/07/2015,139
4418206,14/07/2015,157
4418209,14/07/2015,103
4418211,14/07/2015,138
4418211,14/07/2015,304
4418213,14/07/2015,112
4418212,14/07/2015,157
4418216,14/07/2015,409
4418220,14/07/2015,411
4418222,14/07/2015,411
4418221,14/07/2015,99
4418228,14/07/2015,103
4418228,14/07/2015,112
4418227,14/07/2015,115
4418231,14/07/2015,157
4418234,14/07/2015,103
4418267,14/07/2015,112
4418257,14/07/2015,103
4418261,14/07/2015,98
4418259,14/07/2015,303
4418264,14/07/2015,112
4418271,14/07/2015,103
4418157,14/07/2015,121
4418166,14/07/2015,112
4418166,14/07/2015,95
4418210,14/07/2015,402
4418210,14/07/2015,104
4418340,14/07/2015,145
4418345,14/07/2015,103
4418217,15/07/2015,121
4418242,15/07/2015,157
4418309,15/07/2015,119
4418308,15/07/2015,411
4418232,15/07/2015,139
4418226,15/07/2015,112
4418255,15/07/2015,127
4418207,15/07/2015,121
4418214,15/07/2015,121
4418218,15/07/2015,127
4418217,15/07/2015,115
4418219,15/07/2015,112
4418223,15/07/2015,132
4418223,15/07/2015,139
4418225,15/07/2015,121
4418229,15/07/2015,157
4418229,15/07/2015,402
4418230,15/07/2015,122
4418233,15/07/2015,407
4418235,15/07/2015,410
4418240,15/07/2015,411
4418239,15/07/2015,157
4418236,15/07/2015,121
4418237,15/07/2015,112
4418244,15/07/2015,116
4418244,15/07/2015,409
4418241,15/07/2015,103
4418242,15/07/2015,411
4418242,15/07/2015,116
4418243,15/07/2015,121
4418245,15/07/2015,112
4418245,15/07/2015,127
4418249,15/07/2015,145
4418247,15/07/2015,143
4418246,15/07/2015,98
4418248,15/07/2015,112
4418250,15/07/2015,127
4418251,15/07/2015,112
4418252,15/07/2015,134
4418254,15/07/2015,121
4418253,15/07/2015,134
4418256,15/07/2015,103
4418258,15/07/2015,98
4418260,15/07/2015,121
4418263,15/07/2015,121
4418265,15/07/2015,106
4418266,15/07/2015,121
4418268,15/07/2015,157
4418269,15/07/2015,112
4418273,15/07/2015,121
4418277,15/07/2015,145
4418276,15/07/2015,103
4418276,15/07/2015,157
4418272,15/07/2015,103
4418274,15/07/2015,157
4418280,15/07/2015,141
4418280,15/07/2015,145
4418279,15/07/2015,157
4418278,15/07/2015,157
4418283,15/07/2015,121
4418282,15/07/2015,217
4418281,15/07/2015,103
4418285,15/07/2015,121
4418286,15/07/2015,409
4418288,15/07/2015,121
4418287,15/07/2015,157
4418287,15/07/2015,409
4418289,15/07/2015,157
4418289,15/07/2015,157
4418290,15/07/2015,121
4418291,15/07/2015,103
4418292,15/07/2015,121
4418284,15/07/2015,112
4418295,15/07/2015,103
4418296,15/07/2015,103
4418297,15/07/2015,142
4418297,15/07/2015,142
4418298,15/07/2015,103
4418299,15/07/2015,142
4418299,15/07/2015,142
4418300,15/07/2015,121
4418302,15/07/2015,145
4418303,15/07/2015,122
4418305,15/07/2015,157
4418307,15/07/2015,157
4418306,15/07/2015,121
4418309,15/07/2015,149
4418308,15/07/2015,409
4418336,15/07/2015,121
4418335,15/07/2015,112
4418335,15/07/2015,157
4418337,15/07/2015,134
4418338,15/07/2015,103
4418349,15/07/2015,157
4418349,15/07/2015,157
4418355,15/07/2015,134
4418360,15/07/2015,112
4418362,15/07/2015,106
4418365,15/07/2015,139
4418368,15/07/2015,121
4418371,15/07/2015,112
4418373,15/07/2015,157
4418373,15/07/2015,409
4418375,15/07/2015,103
4418377,15/07/2015,143
4418379,15/07/2015,102
4418382,15/07/2015,139
4418334,15/07/2015,411
4418418,15/07/2015,112
4418440,15/07/2015,134
4418478,15/07/2015,121
4418491,15/07/2015,112
4418491,15/07/2015,112
4418494,15/07/2015,121
4418443,16/07/2015,306
4418318,16/07/2015,103
4418321,16/07/2015,97
4418327,16/07/2015,139
4418357,16/07/2015,116
4418363,16/07/2015,122
4418399,16/07/2015,143
4418427,16/07/2015,306
4418425,16/07/2015,139
4415688,16/07/2015,157
4415688,16/07/2015,409
4418383,16/07/2015,134
4418383,16/07/2015,121
4418361,16/07/2015,112
4418448,16/07/2015,121
4418443,16/07/2015,301
4418215,16/07/2015,157
4418304,16/07/2015,157
4418310,16/07/2015,411
4418311,16/07/2015,98
4418312,16/07/2015,139
4418315,16/07/2015,114
4418314,16/07/2015,112
4418316,16/07/2015,112
4418317,16/07/2015,98
4418318,16/07/2015,157
4418313,16/07/2015,98
4418321,16/07/2015,93
4418320,16/07/2015,157
4418322,16/07/2015,409
4418323,16/07/2015,411
4418324,16/07/2015,122
4418325,16/07/2015,103
4418326,16/07/2015,112
4418328,16/07/2015,112
4418327,16/07/2015,157
4418330,16/07/2015,157
4418327,16/07/2015,411
4418331,16/07/2015,409
4418332,16/07/2015,112
4418333,16/07/2015,409
4418343,16/07/2015,121
4418341,16/07/2015,103
4418342,16/07/2015,103
4418346,16/07/2015,122
4418344,16/07/2015,112
4418344,16/07/2015,132
4418350,16/07/2015,157
4418347,16/07/2015,106
4418348,16/07/2015,121
4418353,16/07/2015,132
4418351,16/07/2015,112
4418352,16/07/2015,134
4418357,16/07/2015,106
4418354,16/07/2015,121
4418356,16/07/2015,104
4418358,16/07/2015,103
4418359,16/07/2015,103
4418364,16/07/2015,121
4418363,16/07/2015,103
4418366,16/07/2015,103
4418367,16/07/2015,157
4418367,16/07/2015,410
4418370,16/07/2015,121
4418369,16/07/2015,410
4418372,16/07/2015,121
4418374,16/07/2015,92
4418380,16/07/2015,157
4418380,16/07/2015,106
4418381,16/07/2015,157
4418384,16/07/2015,112
4418385,16/07/2015,157
4418388,16/07/2015,103
4418390,16/07/2015,103
4418391,16/07/2015,103
4418389,16/07/2015,103
4418392,16/07/2015,121
4418393,16/07/2015,121
4418396,16/07/2015,121
4418395,16/07/2015,157
4418395,16/07/2015,157
4418397,16/07/2015,134
4418399,16/07/2015,123
4418398,16/07/2015,121
4418400,16/07/2015,121
4418401,16/07/2015,121
4418402,16/07/2015,112
4418403,16/07/2015,103
4418404,16/07/2015,112
4418405,16/07/2015,121
4418407,16/07/2015,103
4418406,16/07/2015,157
4418329,16/07/2015,411
4418412,16/07/2015,142
4418414,16/07/2015,134
4418415,16/07/2015,157
4418415,16/07/2015,157
4418417,16/07/2015,139
4418422,16/07/2015,121
4418420,16/07/2015,411
4418427,16/07/2015,301
4418425,16/07/2015,122
4418430,16/07/2015,112
4418434,16/07/2015,133
4418439,16/07/2015,103
4418446,16/07/2015,103
4418450,16/07/2015,409
4418468,16/07/2015,112
4418466,16/07/2015,121
4418479,16/07/2015,103
4418492,16/07/2015,103
4418496,16/07/2015,112
4418496,16/07/2015,157
4418599,16/07/2015,103
4418599,16/07/2015,152
4418634,16/07/2015,157
4418648,16/07/2015,103
4418608,17/07/2015,139
4418376,17/07/2015,301
4418410,17/07/2015,411
4418426,17/07/2015,157
4418436,17/07/2015,411
4418454,17/07/2015,157
4418533,17/07/2015,411
4418603,17/07/2015,112
4418633,17/07/2015,106
4418779,17/07/2015,121
4418779,17/07/2015,121
4419010,17/07/2015,157
4419009,17/07/2015,157
4418608,17/07/2015,115
4418604,17/07/2015,142
4418604,17/07/2015,142
4418644,17/07/2015,121
4418607,17/07/2015,112
4418339,17/07/2015,141
4418339,17/07/2015,121
4418339,17/07/2015,141
4418568,17/07/2015,121
4418785,17/07/2015,112
4418376,17/07/2015,306
4418378,17/07/2015,112
4418387,17/07/2015,121
4418386,17/07/2015,157
4418386,17/07/2015,112
4418394,17/07/2015,121
4418410,17/07/2015,157
4418410,17/07/2015,409
4418411,17/07/2015,121
4418413,17/07/2015,122
4418416,17/07/2015,103
4418419,17/07/2015,103
4418421,17/07/2015,402
4418423,17/07/2015,154
4418424,17/07/2015,106
4418426,17/07/2015,121
4418428,17/07/2015,411
4418429,17/07/2015,121
4418431,17/07/2015,411
4418433,17/07/2015,409
4418435,17/07/2015,157
4418435,17/07/2015,123
4418436,17/07/2015,410
4418437,17/07/2015,144
4418438,17/07/2015,103
4418441,17/07/2015,127
4418444,17/07/2015,112
4418445,17/07/2015,157
4418447,17/07/2015,106
4418449,17/07/2015,103
4418451,17/07/2015,103
4418452,17/07/2015,121
4418453,17/07/2015,121
4418455,17/07/2015,112
4418454,17/07/2015,145
4418456,17/07/2015,103
4418457,17/07/2015,106
4418458,17/07/2015,112
4418459,17/07/2015,121
4418465,17/07/2015,112
4418467,17/07/2015,134
4418467,17/07/2015,141
4418471,17/07/2015,103
4418469,17/07/2015,112
4418474,17/07/2015,103
4418473,17/07/2015,121
4418477,17/07/2015,157
4418476,17/07/2015,121
4418480,17/07/2015,132
4418480,17/07/2015,103
4418484,17/07/2015,103
4418482,17/07/2015,143
4418481,17/07/2015,123
4418487,17/07/2015,104
4418485,17/07/2015,103
4418485,17/07/2015,121
4418486,17/07/2015,103
4418488,17/07/2015,121
4418490,17/07/2015,121
4418489,17/07/2015,121
4418493,17/07/2015,103
4418495,17/07/2015,121
4418497,17/07/2015,121
4419733,17/07/2015,157
4418533,17/07/2015,157
4418533,17/07/2015,409
4418518,17/07/2015,112
4418521,17/07/2015,409
4418524,17/07/2015,119
4418527,17/07/2015,411
4418528,17/07/2015,411
4418537,17/07/2015,121
4418540,17/07/2015,104
4418542,17/07/2015,103
4418546,17/07/2015,106
4418546,17/07/2015,121
4418551,17/07/2015,112
4418551,17/07/2015,157
4418554,17/07/2015,121
4418561,17/07/2015,121
4418566,17/07/2015,121
4418570,17/07/2015,134
4418573,17/07/2015,121
4418574,17/07/2015,139
4418577,17/07/2015,103
4418580,17/07/2015,102
4418582,17/07/2015,121
4418586,17/07/2015,98
4418585,17/07/2015,103
4418589,17/07/2015,103
4418594,17/07/2015,157
4418592,17/07/2015,112
4418596,17/07/2015,132
4418595,17/07/2015,121
4418601,17/07/2015,137
4418603,17/07/2015,127
4418612,17/07/2015,121
4418611,17/07/2015,121
4418610,17/07/2015,157
4418610,17/07/2015,112
4418615,17/07/2015,121
4418613,17/07/2015,112
4418614,17/07/2015,157
4418617,17/07/2015,103
4418620,17/07/2015,121
4418618,17/07/2015,121
4418619,17/07/2015,103
4418616,17/07/2015,103
4418621,17/07/2015,141
4418621,17/07/2015,134
4418622,17/07/2015,103
4418623,17/07/2015,112
4418627,17/07/2015,103
4418626,17/07/2015,157
4418625,17/07/2015,103
4418625,17/07/2015,157
4418624,17/07/2015,103
4418628,17/07/2015,121
4418632,17/07/2015,112
4418442,17/07/2015,123
4418630,17/07/2015,142
4418630,17/07/2015,142
4418629,17/07/2015,112
4418631,17/07/2015,145
4418633,17/07/2015,121
4418637,17/07/2015,121
4418636,17/07/2015,103
4418641,17/07/2015,103
4418643,17/07/2015,121
4418642,17/07/2015,157
4418642,17/07/2015,157
4418645,17/07/2015,121
4418646,17/07/2015,103
4418681,17/07/2015,103
4418685,17/07/2015,121
4418432,17/07/2015,103
4418432,17/07/2015,407
4418549,18/07/2015,411
4418520,18/07/2015,123
4418559,18/07/2015,411
4418555,18/07/2015,157
4418571,18/07/2015,157
4418579,18/07/2015,410
4418656,18/07/2015,103
4418734,18/07/2015,102
4418766,18/07/2015,157
4418769,18/07/2015,115
4418773,18/07/2015,134
4418775,18/07/2015,121
4418774,18/07/2015,103
4418549,18/07/2015,409
4418778,18/07/2015,115
4418778,18/07/2015,141
4418776,18/07/2015,121
4418536,18/07/2015,139
4418536,18/07/2015,409
4418786,18/07/2015,157
4418784,18/07/2015,157
4418783,18/07/2015,103
4418790,18/07/2015,144
4418790,18/07/2015,145
4418789,18/07/2015,121
4418794,18/07/2015,121
4418793,18/07/2015,112
4418797,18/07/2015,157
4418799,18/07/2015,121
4418933,18/07/2015,157
4418762,18/07/2015,112
4418605,18/07/2015,145
4420591,18/07/2015,121
4418726,18/07/2015,103
4418661,18/07/2015,121
4418661,18/07/2015,121
4418760,18/07/2015,103
4418758,18/07/2015,112
4418462,18/07/2015,122
4418462,18/07/2015,102
4418463,18/07/2015,121
4418483,18/07/2015,121
4418499,18/07/2015,157
4418499,18/07/2015,112
4418502,18/07/2015,106
4418513,18/07/2015,121
4418516,18/07/2015,157
4418519,18/07/2015,409
4418517,18/07/2015,115
4418520,18/07/2015,122
4418523,18/07/2015,157
4418523,18/07/2015,112
4418526,18/07/2015,112
4418529,18/07/2015,115
4418532,18/07/2015,409
4418538,18/07/2015,112
4418538,18/07/2015,157
4418543,18/07/2015,157
4418543,18/07/2015,132
4418552,18/07/2015,112
4418557,18/07/2015,122
4418557,18/07/2015,411
4418559,18/07/2015,409
4418558,18/07/2015,157
4418558,18/07/2015,112
4418560,18/07/2015,157
4418560,18/07/2015,304
4418560,18/07/2015,410
4418562,18/07/2015,119
4418555,18/07/2015,142
4418565,18/07/2015,411
4418571,18/07/2015,139
4418575,18/07/2015,114
4418579,18/07/2015,401
4418584,18/07/2015,121
4418588,18/07/2015,112
4418588,18/07/2015,157
4418591,18/07/2015,127
4418635,18/07/2015,141
4418638,18/07/2015,103
4418638,18/07/2015,121
4418639,18/07/2015,157
4418639,18/07/2015,157
4418640,18/07/2015,104
4418647,18/07/2015,121
4418649,18/07/2015,121
4418651,18/07/2015,103
4418651,18/07/2015,121
4418656,18/07/2015,121
4418664,18/07/2015,121
4418664,18/07/2015,306
4418695,18/07/2015,157
4418716,18/07/2015,104
4418720,18/07/2015,121
4418725,18/07/2015,121
4418727,18/07/2015,103
4418728,18/07/2015,121
4418724,18/07/2015,132
4418729,18/07/2015,121
4418730,18/07/2015,103
4418731,18/07/2015,132
4418732,18/07/2015,115
4418733,18/07/2015,157
4418737,18/07/2015,157
4418734,18/07/2015,101
4418736,18/07/2015,103
4418741,18/07/2015,103
4418738,18/07/2015,132
4418740,18/07/2015,121
4418745,18/07/2015,145
4418743,18/07/2015,132
4418749,18/07/2015,103
4418746,18/07/2015,139
4418748,18/07/2015,121
4418748,18/07/2015,304
4418752,18/07/2015,121
4418747,18/07/2015,121
4418750,18/07/2015,121
4418751,18/07/2015,121
4418755,18/07/2015,112
4418754,18/07/2015,157
4418753,18/07/2015,139
4418756,18/07/2015,121
4418759,18/07/2015,121
4418757,18/07/2015,157
4418761,18/07/2015,103
4418763,18/07/2015,135
4418765,18/07/2015,307
4418766,18/07/2015,139
4418764,18/07/2015,112
4418768,18/07/2015,121
4418769,18/07/2015,121
4418770,18/07/2015,103
4418772,18/07/2015,112
4418550,18/07/2015,94
4418827,19/07/2015,121
4418927,19/07/2015,145
4418501,19/07/2015,121
4418504,19/07/2015,410
4418531,19/07/2015,114
4418672,19/07/2015,409
4418771,19/07/2015,112
4418777,19/07/2015,157
4418777,19/07/2015,157
4418780,19/07/2015,115
4418782,19/07/2015,157
4418788,19/07/2015,112
4418791,19/07/2015,121
4418792,19/07/2015,121
4418798,19/07/2015,121
4418804,19/07/2015,143
4418804,19/07/2015,122
4418806,19/07/2015,104
4418461,19/07/2015,142
4418461,19/07/2015,142
4418827,19/07/2015,115
4418927,19/07/2015,157
4418795,19/07/2015,121
4418498,19/07/2015,115
4418501,19/07/2015,115
4418500,19/07/2015,121
4418504,19/07/2015,409
4418505,19/07/2015,411
4418506,19/07/2015,104
4418511,19/07/2015,409
4418507,19/07/2015,409
4418509,19/07/2015,112
4418515,19/07/2015,139
4418514,19/07/2015,306
4418522,19/07/2015,409
4418525,19/07/2015,154
4418531,19/07/2015,112
4418535,19/07/2015,306
4418539,19/07/2015,112
4418539,19/07/2015,114
4418548,19/07/2015,121
4418544,19/07/2015,104
4418564,19/07/2015,112
4418569,19/07/2015,145
4418576,19/07/2015,103
4418581,19/07/2015,118
4418583,19/07/2015,121
4418587,19/07/2015,112
4418593,19/07/2015,93
4418609,19/07/2015,115
4418663,19/07/2015,121
4418666,19/07/2015,157
4418668,19/07/2015,115
4418667,19/07/2015,122
4418670,19/07/2015,139
4418669,19/07/2015,134
4418672,19/07/2015,410
4418673,19/07/2015,121
4418675,19/07/2015,139
4418677,19/07/2015,145
4418679,19/07/2015,121
4418683,19/07/2015,121
4418684,19/07/2015,157
4418688,19/07/2015,103
4418687,19/07/2015,157
4418692,19/07/2015,134
4418691,19/07/2015,121
4418697,19/07/2015,134
4418699,19/07/2015,157
4418702,19/07/2015,104
4418709,19/07/2015,112
4418707,19/07/2015,121
4418706,19/07/2015,125
4418713,19/07/2015,103
4418711,19/07/2015,121
4418717,19/07/2015,121
4418721,19/07/2015,121
4418767,19/07/2015,122
4418572,20/07/2015,114
4418512,20/07/2015,157
4418654,20/07/2015,406
4418652,20/07/2015,115
4418660,20/07/2015,409
4418801,20/07/2015,121
4418800,20/07/2015,157
4418800,20/07/2015,157
4418802,20/07/2015,132
4418805,20/07/2015,121
4418817,20/07/2015,142
4418817,20/07/2015,142
4418821,20/07/2015,107
4418821,20/07/2015,304
4418825,20/07/2015,157
4418826,20/07/2015,121
4418850,20/07/2015,104
4418859,20/07/2015,157
4418862,20/07/2015,112
4418867,20/07/2015,115
4418888,20/07/2015,157
4418890,20/07/2015,121
4418893,20/07/2015,112
4418895,20/07/2015,103
4418897,20/07/2015,122
4418902,20/07/2015,122
4418902,20/07/2015,116
4418919,20/07/2015,121
4418923,20/07/2015,121
4418831,20/07/2015,139
4419050,20/07/2015,103
4419132,20/07/2015,103
4418689,20/07/2015,112
4418689,20/07/2015,112
4418823,20/07/2015,115
4418464,20/07/2015,411
4418572,20/07/2015,139
4418572,20/07/2015,404
4418676,20/07/2015,157
4418676,20/07/2015,409
4418598,20/07/2015,409
4418503,20/07/2015,121
4418508,20/07/2015,132
4418512,20/07/2015,138
4418512,20/07/2015,132
4418510,20/07/2015,121
4418530,20/07/2015,157
4418541,20/07/2015,122
4418545,20/07/2015,104
4418545,20/07/2015,157
4418547,20/07/2015,121
4418553,20/07/2015,409
4418563,20/07/2015,157
4418563,20/07/2015,157
4418567,20/07/2015,411
4418578,20/07/2015,154
4418590,20/07/2015,112
4418600,20/07/2015,121
4418602,20/07/2015,121
4418650,20/07/2015,104
4418654,20/07/2015,409
4418652,20/07/2015,112
4418653,20/07/2015,112
4418655,20/07/2015,121
4418657,20/07/2015,115
4418658,20/07/2015,121
4418662,20/07/2015,409
4418659,20/07/2015,157
4418660,20/07/2015,410
4418665,20/07/2015,142
4418665,20/07/2015,142
4418671,20/07/2015,103
4418671,20/07/2015,121
4418680,20/07/2015,112
4418682,20/07/2015,157
4418693,20/07/2015,139
4418696,20/07/2015,133
4418698,20/07/2015,112
4418704,20/07/2015,121
4418534,20/07/2015,121
4418597,20/07/2015,142
4418597,20/07/2015,142
4418803,20/07/2015,157
4418781,21/07/2015,114
4418787,21/07/2015,409
4418835,21/07/2015,157
4418854,21/07/2015,157
4418979,21/07/2015,116
4418678,21/07/2015,114
4418719,21/07/2015,411
4418742,21/07/2015,411
4418781,21/07/2015,157
4418787,21/07/2015,411
4418807,21/07/2015,121
4418808,21/07/2015,121
4418809,21/07/2015,103
4418812,21/07/2015,112
4418811,21/07/2015,112
4418815,21/07/2015,112
4418813,21/07/2015,121
4418813,21/07/2015,121
4418814,21/07/2015,103
4418818,21/07/2015,157
4418818,21/07/2015,157
4418818,21/07/2015,303
4418820,21/07/2015,121
4418819,21/07/2015,105
4418822,21/07/2015,134
4418824,21/07/2015,103
4418828,21/07/2015,306
4418829,21/07/2015,106
4418830,21/07/2015,103
4418833,21/07/2015,112
4418832,21/07/2015,202
4418834,21/07/2015,127
4418837,21/07/2015,112
4418836,21/07/2015,121
4418835,21/07/2015,157
4418835,21/07/2015,112
4418842,21/07/2015,105
4418847,21/07/2015,134
4418845,21/07/2015,157
4418856,21/07/2015,108
4418854,21/07/2015,102
4418860,21/07/2015,132
4418863,21/07/2015,139
4418873,21/07/2015,103
4418876,21/07/2015,121
4418875,21/07/2015,143
4418877,21/07/2015,157
4418879,21/07/2015,157
4418882,21/07/2015,121
4418887,21/07/2015,103
4418889,21/07/2015,157
4418891,21/07/2015,103
4418883,21/07/2015,103
4418883,21/07/2015,121
4418892,21/07/2015,103
4418894,21/07/2015,134
4418896,21/07/2015,103
4418898,21/07/2015,121
4418899,21/07/2015,121
4418901,21/07/2015,103
4418900,21/07/2015,157
4418900,21/07/2015,157
4418903,21/07/2015,103
4418904,21/07/2015,112
4418907,21/07/2015,202
4418910,21/07/2015,121
4418909,21/07/2015,116
4418909,21/07/2015,304
4418912,21/07/2015,121
4418915,21/07/2015,134
4418916,21/07/2015,121
4418917,21/07/2015,157
4418917,21/07/2015,157
4418914,21/07/2015,121
4418920,21/07/2015,121
4418922,21/07/2015,121
4418925,21/07/2015,103
4418926,21/07/2015,103
4418929,21/07/2015,103
4418932,21/07/2015,103
4418936,21/07/2015,112
4418937,21/07/2015,121
4418938,21/07/2015,134
4418941,21/07/2015,112
4418940,21/07/2015,103
4418944,21/07/2015,121
4418948,21/07/2015,157
4418946,21/07/2015,409
4418951,21/07/2015,121
4418950,21/07/2015,112
