CODIGO_ACCIDENTE,FECHA,HORA,GRAVEDAD,CLASE,CHOQUE,OBJETO_FIJO,DIRECCION,CODIGO_LOCALIDAD,DISENO_LUGAR
4401489,02/01/2015,13:10:00,3,1,4.0,10.0,KR 58D-CL 145 51,11,10
4401495,02/01/2015,17:15:00,2,1,4.0,10.0,CL 41-KR 11 SE 94,4,1
4401467,02/01/2015,17:30:00,3,1,4.0,6.0,CL 170-KR 55A 57,11,1
4401424,02/01/2015,19:00:00,2,1,4.0,1.0,KR 3-CL 87 89,2,1
4401486,02/01/2015,19:00:00,3,1,4.0,1.0,CL 139-KR 104 15,11,10
4401446,04/01/2015,09:15:00,2,1,4.0,1.0,AK 68-CL 17 02,16,1
4401559,04/01/2015,09:40:00,3,1,4.0,2.0,AV AVENIDA SUBA-CL 94D 60,11,1
4401561,05/01/2015,01:45:00,3,1,4.0,2.0,AV AVENIDA CIUDAD DE CALI-CL 7B S 25,8,1
4401627,05/01/2015,13:00:00,3,1,4.0,4.0,AK 68-CL 90 88,12,1
4404036,05/01/2015,16:30:00,3,1,4.0,2.0,CL 68-KR 18U S 02,19,1
4401715,06/01/2015,16:30:00,3,1,4.0,2.0,CL 1B-KR 50 16,16,1
4401792,08/01/2015,06:45:00,3,1,4.0,10.0,CL 19-KR 79 02,9,10
4401809,08/01/2015,10:30:00,3,1,4.0,3.0,CL 12D-KR 1 26,17,1
4401800,08/01/2015,16:20:00,3,1,4.0,10.0,CL 60A-KR 75I S 22,19,1
4401765,09/01/2015,01:10:00,3,1,4.0,6.0,KR 86-CL 162 57,1,1
4401768,09/01/2015,03:00:00,2,1,4.0,1.0,KR 80-CL 49A S 21,8,1
4401834,09/01/2015,09:00:00,3,1,4.0,2.0,KR 20B-CL 72A 33,12,1
4401913,09/01/2015,18:00:00,3,1,4.0,10.0,CL 13-KR 133 35,9,10
4401915,10/01/2015,10:30:00,1,1,4.0,2.0,CL 32B-KR 8F SE 07,4,1
4401876,10/01/2015,11:00:00,3,1,4.0,2.0,CL 73-KR 142 S 02,5,5
4401934,10/01/2015,11:00:00,3,1,4.0,6.0,CL 1-KR 8 02,3,1
4401931,10/01/2015,12:00:00,3,1,4.0,10.0,CL 42B-KR 52B S 16,16,1
4401878,10/01/2015,21:40:00,3,1,4.0,6.0,KR 29C-CL 14 S 52,15,1
4401887,10/01/2015,23:40:00,3,1,4.0,3.0,KR 4A-CL 26C 49,3,1
4401967,11/01/2015,16:30:00,3,1,4.0,10.0,KR 67A-CL 95 63,12,10
4401897,12/01/2015,12:40:00,3,1,4.0,6.0,CL 49BIS-KR 5D S 47,18,1
4402048,13/01/2015,09:00:00,3,1,4.0,10.0,KR 3-CL 49 02,2,10
4402058,13/01/2015,09:10:00,3,1,4.0,6.0,CL 90-KR 91 02,10,1
4402076,13/01/2015,13:30:00,3,1,4.0,10.0,KR 80J-CL 70F 19,7,1
4402075,13/01/2015,22:30:00,1,1,4.0,3.0,KR 19-CL 39B 34,13,1
4402174,14/01/2015,18:20:00,3,1,4.0,3.0,AV AVENIDA CIUDAD DE CALI-CL 22F 02,10,1
4402231,14/01/2015,19:30:00,3,1,4.0,6.0,KR 13-CL 44 ES 02,4,1
4402158,14/01/2015,20:30:00,3,1,4.0,6.0,CL 63-KR 1 69,2,1
4402151,14/01/2015,22:30:00,3,1,4.0,1.0,KR 4-CL 65 02,2,1
4402170,15/01/2015,13:05:00,3,1,4.0,2.0,CL 16-KR 29C S 02,16,1
4402420,16/01/2015,09:00:00,3,1,4.0,10.0,KR 3-CL 20 75,3,1
4402565,16/01/2015,12:30:00,2,1,4.0,10.0,KR 12D-CL 27 S 46,4,1
4402369,16/01/2015,13:30:00,3,1,4.0,2.0,CL 146F-KR 76 02,11,1
4402406,16/01/2015,16:20:00,2,1,4.0,1.0,CL 50-KR 5N S 02,18,1
4402462,17/01/2015,08:00:00,3,1,4.0,8.0,AK 68-CL 20 02,16,5
4402408,17/01/2015,15:20:00,2,1,4.0,2.0,DG 72C-TR 28 S 02,19,1
4402401,17/01/2015,15:30:00,3,1,4.0,6.0,KR 103B-CL 63B 06,10,1
4402568,17/01/2015,16:00:00,3,1,4.0,2.0,CL 73BIS-KR 4 S 02,5,1
4402532,17/01/2015,19:30:00,3,1,4.0,10.0,CL 67B-KR 62 S 34,19,1
4402388,18/01/2015,03:40:00,2,1,4.0,10.0,TR 50-CL 69D S 04,19,1
4402482,18/01/2015,07:30:00,3,1,4.0,2.0,CL 69-KR 175 10,19,1
4402432,18/01/2015,14:40:00,3,1,4.0,3.0,AC 13-KR 50 83,16,1
4402556,18/01/2015,22:30:00,2,1,4.0,1.0,CL 136A-KR 151A 02,11,1
4402515,19/01/2015,09:15:00,2,1,4.0,4.0,AV AVENIDA SUBA-KR 72 02,11,8
4402521,19/01/2015,10:10:00,3,1,4.0,6.0,AV AVENIDA BOYACA-CL 72 S 04,19,1
4402562,19/01/2015,10:40:00,3,1,4.0,2.0,DG 48-KR 61Q S 02,19,1
4402671,21/01/2015,01:00:00,3,1,4.0,10.0,KR 94A-CL 6C S 02,8,1
4402715,21/01/2015,10:50:00,3,1,4.0,2.0,KR 4-CL 60A 59,2,1
4402823,22/01/2015,16:45:00,3,1,4.0,10.0,KR 56-CL 93B 35,12,1
4402943,22/01/2015,19:00:00,3,1,4.0,6.0,CL 4A-KR 53B 84,16,1
4402911,23/01/2015,04:18:00,3,1,4.0,2.0,DG 16-KR 38 S 02,16,1
4402926,23/01/2015,11:00:00,3,1,4.0,2.0,CL 131BIS-KR 58 47,11,1
4402931,23/01/2015,19:50:00,3,1,4.0,2.0,KR 51B-CL 35 02,16,1
4402960,24/01/2015,02:50:00,3,1,4.0,6.0,CL 215-KR 51 02,11,1
4403125,24/01/2015,05:40:00,2,1,4.0,2.0,AV AVENIDA BOYACA-CL 67 01,10,1
4403007,24/01/2015,10:04:00,2,1,4.0,1.0,KR 27-CL 71IBIS S 02,19,1
4403150,24/01/2015,22:35:00,3,1,4.0,6.0,CL 53BBIS-KR 25 15,13,10
4403206,25/01/2015,05:45:00,3,1,4.0,4.0,CL 25-KR 86 S 50,8,10
4402980,25/01/2015,07:45:00,1,1,4.0,11.0,CL 36-KR 24B S 02,18,1
4403011,25/01/2015,13:00:00,2,1,4.0,2.0,KR 9A-CL 76A S 02,5,2
4403091,25/01/2015,16:30:00,3,1,4.0,10.0,KR 86B-CL 62B S 02,7,1
4403111,26/01/2015,05:00:00,3,1,4.0,6.0,TR 50-CL 48I S 24,6,1
4403212,26/01/2015,07:30:00,3,1,4.0,2.0,AC 3-KR 31D 35,16,3
4403214,26/01/2015,08:00:00,3,1,4.0,2.0,KR 32-CL 19A 69,16,1
4403188,26/01/2015,09:30:00,3,1,4.0,10.0,KR 94F-CL 87A 41,10,1
4403208,26/01/2015,09:30:00,3,1,4.0,2.0,CL 41H-KR 80F S 02,8,1
4403195,26/01/2015,10:20:00,3,1,4.0,2.0,CL 235-KR 52 77,11,1
4403152,26/01/2015,10:30:00,3,1,4.0,10.0,KR 34-CL 63 02,2,1
4403162,26/01/2015,21:30:00,3,1,4.0,4.0,TR 73-AC 11B 77,8,10
4403230,27/01/2015,05:45:00,2,1,4.0,10.0,CL 129-KR 86 02,11,1
4403324,27/01/2015,11:00:00,3,1,4.0,1.0,KR 10A-CL 134B 27,1,10
4403336,27/01/2015,12:01:00,3,1,4.0,1.0,KR 36-CL 11A 02,16,1
4403275,27/01/2015,14:00:00,3,1,4.0,2.0,KR 5D-CL 48J S 02,18,2
4403294,27/01/2015,15:00:00,3,1,4.0,6.0,CL 140C-KR 101C 01,11,1
4403665,27/01/2015,17:00:00,3,1,4.0,10.0,CL 15-KR 59 23,16,1
4403354,28/01/2015,07:30:00,3,1,4.0,10.0,KR 52-CL 141 33,11,1
4403343,28/01/2015,16:05:00,3,1,4.0,6.0,CL 2-KR 12A S 21,15,1
4403452,28/01/2015,22:00:00,3,1,4.0,1.0,CL 2BIS-KR 52B 48,16,1
4403454,28/01/2015,22:10:00,2,1,4.0,11.0,AK 68-CL 75A 02,12,1
4403709,30/01/2015,10:30:00,3,1,4.0,10.0,CL 78-KR 76 02,10,1
4403470,30/01/2015,19:45:00,2,1,4.0,2.0,KR 80L-CL 84B S 02,7,2
4403625,31/01/2015,06:00:00,3,1,4.0,1.0,CL 48R-KR 5B 36,18,1
4403566,31/01/2015,09:00:00,3,1,4.0,10.0,KR 9-CL 56 S 60,6,1
4403642,31/01/2015,10:10:00,3,1,4.0,6.0,CL 12-KR 35 50,16,10
4403600,31/01/2015,12:00:00,3,1,4.0,2.0,CL 112-KR 66 02,10,2
4403575,31/01/2015,14:17:00,3,1,4.0,10.0,CL 127-KR 54A 50,11,1
4407997,31/01/2015,14:40:00,3,1,4.0,10.0,KR 24A-CL 19 S 34,8,1
4403671,31/01/2015,20:00:00,3,1,4.0,2.0,KR 1-CL 12B 02,17,1
4403688,01/02/2015,01:00:00,2,1,4.0,10.0,KR 30-CL 50 06,13,1
4403502,01/02/2015,02:30:00,2,1,4.0,8.0,CL 94-KR 21 37,2,1
4403685,01/02/2015,09:30:00,2,1,4.0,2.0,KR 12-CL 4A 02,3,1
4403543,01/02/2015,09:40:00,2,1,4.0,8.0,AV AVENIDA DE LAS AMERICAS-CL 43 02,16,1
4403705,01/02/2015,11:25:00,2,1,4.0,10.0,KR 3-CL 31D ES 26,4,1
4403750,01/02/2015,21:25:00,2,1,4.0,1.0,AV AVENIDA CARACAS-CL 19 02,16,1
4403556,01/02/2015,22:00:00,2,1,4.0,11.0,AK 30-CL 40A 50,13,1
4404046,02/02/2015,01:40:00,2,1,4.0,1.0,AV AVENIDA DE LAS AMERICAS-KR 68A 02,8,1
4403793,02/02/2015,02:35:00,3,1,4.0,1.0,KR 9-CL 100 02,1,5
4403715,02/02/2015,11:40:00,3,1,4.0,2.0,CL 49BBIS-KR 2BIS SE 02,18,2
4403977,03/02/2015,09:40:00,3,1,4.0,6.0,CL 06-KR 06A E 54,3,1
4404438,03/02/2015,12:20:00,3,1,4.0,8.0,CL 19A-KR 88 02,9,1
4403955,03/02/2015,13:30:00,3,1,4.0,10.0,CL 19C-KR 34 51,16,1
4403982,03/02/2015,16:40:00,2,1,4.0,4.0,KR 59-CL 94 02,12,1
4403992,04/02/2015,00:05:00,3,1,4.0,10.0,KR 7-CL 106 43,1,1
4403948,04/02/2015,09:00:00,3,1,4.0,6.0,TR 1-CL 25 S 04,4,1
4404055,04/02/2015,16:00:00,3,1,4.0,10.0,CL 94-KR 9 52,2,1
4403959,05/02/2015,02:10:00,2,1,4.0,6.0,CL 24-KR 69A 57,9,1
4403993,05/02/2015,10:15:00,2,1,4.0,2.0,KR 58C-CL 131A 02,11,1
4404063,05/02/2015,13:00:00,3,1,4.0,2.0,TR 126D-CL 132D 02,11,1
4404026,05/02/2015,14:00:00,3,1,4.0,2.0,CL 5C-KR 53D 02,16,1
4403996,05/02/2015,14:30:00,2,1,4.0,1.0,AV AVENIDA CIUDAD DE VILLAVICENCIO-AV AVENIDA PRIMERO DE MAYO 02,8,1
4404035,05/02/2015,16:30:00,3,1,4.0,2.0,KR 52-CL 40 S 36,16,1
4403991,05/02/2015,17:15:00,2,1,4.0,11.0,CL 26-KR 38 05,13,1
4404011,05/02/2015,21:55:00,2,1,4.0,2.0,AV AVENIDA DEL SUR-KR 58A 02,6,1
4404022,06/02/2015,04:30:00,3,1,4.0,10.0,KR 88-CL 189 06,1,1
4404096,06/02/2015,09:30:00,3,1,4.0,10.0,KR 15-CL 127B 78,1,1
4404118,06/02/2015,11:00:00,3,1,4.0,10.0,KR 51-CL 76 14,12,1
4410229,06/02/2015,14:30:00,3,1,4.0,2.0,CL 92-KR 12 02,2,5
4404188,07/02/2015,08:40:00,2,1,4.0,10.0,CL 63-KR 81F S 02,7,1
4404187,07/02/2015,11:45:00,2,1,4.0,10.0,KR 23-CL 68 76,12,1
4404195,07/02/2015,12:20:00,2,1,4.0,6.0,CL 39-KR 4 SE 56,4,1
4404175,07/02/2015,13:00:00,2,1,4.0,10.0,CL 51-KR 89A S 28,7,1
4404311,07/02/2015,15:10:00,3,1,4.0,11.0,CL 53-KR 27A 02,13,1
4404140,07/02/2015,23:45:00,2,1,4.0,1.0,AV AVENIDA DE LAS AMERICAS-KR 69B 02,8,1
4404230,08/02/2015,05:30:00,3,1,4.0,10.0,KR 1B-CL 90A ES 35,5,1
4404384,09/02/2015,05:10:00,3,1,4.0,3.0,KR 7-CL 74 26,2,1
4404454,09/02/2015,12:00:00,3,1,4.0,6.0,CL 12B-KR 3 16,17,1
4404420,09/02/2015,12:30:00,3,1,4.0,2.0,CL 27-KR 19 02,18,1
4404407,09/02/2015,15:40:00,3,1,4.0,10.0,CL 31-KR 96A 54,9,10
4404199,09/02/2015,19:10:00,2,1,4.0,10.0,AC 71-KR 4 SE 02,5,1
4404424,10/02/2015,08:30:00,3,1,4.0,10.0,CL 95-KR 67 12,12,1
4404766,11/02/2015,06:05:00,3,1,4.0,10.0,CL 129-KR 104C 02,11,1
4404831,12/02/2015,08:50:00,3,1,4.0,2.0,CL 54A-KR 72A 42,7,1
4404743,12/02/2015,13:00:00,3,1,4.0,10.0,KR 110-CL 17C 02,9,1
4404789,12/02/2015,13:30:00,3,1,4.0,10.0,CL 94A-KR 11A 02,2,1
4404592,12/02/2015,14:00:00,2,1,4.0,10.0,KR 72A-CL 48 72,10,1
4404632,12/02/2015,16:00:00,2,1,4.0,10.0,KR 27-CL 39 S 51,5,1
4404803,13/02/2015,02:28:00,3,1,4.0,6.0,CL 12B-KR 71D 60,8,1
4404759,13/02/2015,11:20:00,3,1,4.0,10.0,CL 6A-KR 25A 02,14,1
4404984,13/02/2015,15:30:00,3,1,4.0,10.0,CL 31B-KR 29 S 60,18,1
4405080,13/02/2015,20:00:00,3,1,4.0,8.0,KR 112A-CL 72A 79,10,1
4404808,13/02/2015,22:30:00,3,1,4.0,10.0,KR 70H-CL 116 35,11,1
4404992,13/02/2015,22:30:00,3,1,4.0,10.0,TR 13-CL 42 S 73,18,1
4404778,13/02/2015,22:36:00,3,1,4.0,10.0,DG 5A-AK 73 02,8,1
4404837,14/02/2015,07:00:00,3,1,4.0,2.0,AC 26-KR 72 02,9,5
4405151,14/02/2015,07:00:00,3,1,4.0,2.0,CL 79-KR 69Q 56,10,1
4408644,14/02/2015,19:10:00,3,1,4.0,6.0,CL 167A-KR 67 02,11,1
4405052,14/02/2015,21:30:00,3,1,4.0,6.0,CL 50A-KR 5T S 48,18,1
4405175,15/02/2015,01:00:00,2,1,4.0,1.0,AK 30-CL 33 02,13,1
4404652,15/02/2015,05:40:00,2,1,4.0,2.0,KR 69B-CL 17 02,9,2
4405170,15/02/2015,13:30:00,3,1,4.0,11.0,AK 72-CL 152 59,11,10
4408885,15/02/2015,14:30:00,3,1,4.0,1.0,KR 7-CL 145 30,1,1
4404686,15/02/2015,23:00:00,2,1,4.0,1.0,AC 68-KR 58 02,12,2
4405193,16/02/2015,03:30:00,3,1,4.0,6.0,KR 68G-CL 38C S 45,8,1
4405026,16/02/2015,10:59:00,3,1,4.0,10.0,KR 37A-DG 16 S 02,16,1
4404998,16/02/2015,13:36:00,3,1,4.0,6.0,KR 28-CL 70 25,12,1
4405031,16/02/2015,14:30:00,3,1,4.0,6.0,KR 12-CL 20A ES 07,4,1
4405174,17/02/2015,14:30:00,3,1,4.0,2.0,KR 40-CL 17B 02,16,1
4404969,17/02/2015,22:10:00,2,1,4.0,10.0,TR 94-CL 25D 02,9,1
4404934,18/02/2015,00:30:00,1,1,4.0,3.0,AK 68-DG 55 65,10,1
4405222,18/02/2015,02:10:00,2,1,4.0,11.0,KR 7-CL 138 02,1,1
4405405,18/02/2015,05:00:00,3,1,4.0,1.0,AK 45-CL 22 02,1,1
4405267,18/02/2015,12:35:00,3,1,4.0,1.0,KR 51-CL 167 02,11,1
4405304,18/02/2015,15:00:00,3,1,4.0,10.0,AC 63-KR 74B 42,10,10
4405475,18/02/2015,16:30:00,3,1,4.0,10.0,KR 17-CL 53 S 40,6,1
4405422,18/02/2015,17:30:00,3,1,4.0,2.0,TR 13C-CL 46F S 25,4,1
4405507,19/02/2015,20:15:00,3,1,4.0,10.0,CL 94-KR 13 18,2,1
4405524,19/02/2015,21:00:00,3,1,4.0,10.0,CL 26-KR 13A 02,3,1
4405350,20/02/2015,12:30:00,2,1,4.0,4.0,CL 26-KR 124 02,9,1
4405611,20/02/2015,12:50:00,3,1,4.0,8.0,AV AVENIDA CIUDAD DE CALI-AV AVENIDA LUIS CARLOS GALAN 02,9,10
4405636,20/02/2015,14:40:00,3,1,4.0,2.0,AV AVENIDA CARACAS-CL 02 S 02,15,1
4405805,21/02/2015,03:00:00,3,1,4.0,10.0,KR 72I-CL 45 S 02,8,1
4405899,21/02/2015,10:00:00,3,1,4.0,9.0,CL 16-KR 18 SE 49,4,1
4405752,21/02/2015,20:10:00,2,1,4.0,1.0,CL 10-KR 90 02,8,1
4405415,22/02/2015,01:10:00,2,1,4.0,11.0,TR 33-CL 56C S 02,6,1
4405448,23/02/2015,07:10:00,2,1,4.0,1.0,AV AVENIDA CARACAS-CL 55 02,2,2
4405789,23/02/2015,08:30:00,3,1,4.0,2.0,KR 105C-CL 131A 02,11,1
4405473,23/02/2015,09:00:00,2,1,4.0,10.0,CL 42B-KR 84 S 03,8,1
4405874,23/02/2015,09:40:00,3,1,4.0,2.0,CL 63-KR 97 10,10,10
4405785,23/02/2015,16:00:00,3,1,4.0,10.0,CL 128B-KR 58C 37,11,10
4405817,23/02/2015,18:30:00,3,1,4.0,10.0,CL 13-KR 80BIS S 02,8,10
4405813,23/02/2015,21:30:00,3,1,4.0,11.0,DG 51A-KR 25 S 04,6,1
4406007,24/02/2015,10:00:00,3,1,4.0,2.0,KR 78-CL 51 45,10,1
4405508,24/02/2015,10:50:00,2,1,4.0,8.0,AK 68-CL 22 02,16,1
4406083,24/02/2015,11:30:00,3,1,4.0,10.0,CL 70C-KR 17D 02,19,1
4405994,24/02/2015,20:30:00,3,1,4.0,1.0,AK 68-CL 55 02,16,1
4406087,25/02/2015,10:10:00,3,1,4.0,10.0,AK 45-CL 118 79,11,10
4406150,25/02/2015,16:00:00,3,1,4.0,10.0,AK 9-CL 113 52,1,10
4405823,25/02/2015,18:30:00,2,1,4.0,11.0,AK 30-CL 39A 54,13,1
4406094,25/02/2015,22:40:00,3,1,4.0,6.0,CL 72-KR 66 47,12,1
4406259,26/02/2015,08:48:00,3,1,4.0,10.0,KR 20B-CL 11 ES 16,4,1
4406270,26/02/2015,14:30:00,3,1,4.0,10.0,CL 2B-KR 40B 02,16,1
4406232,27/02/2015,05:30:00,3,1,4.0,5.0,AV AVENIDA CIUDAD DE CALI-CL 66A 02,10,1
4406261,27/02/2015,11:10:00,3,1,4.0,2.0,CL 136-KR 159 02,11,1
4406165,27/02/2015,21:45:00,2,1,4.0,1.0,KR 78B-CL 35 S 02,8,1
4406390,28/02/2015,01:40:00,3,1,4.0,10.0,CL 67-KR 23 02,13,1
4406427,28/02/2015,13:00:00,3,1,4.0,2.0,KR 10-CL 48A S 02,18,1
4406405,28/02/2015,14:30:00,3,1,4.0,10.0,KR 66-CL 3 23,16,1
4406411,28/02/2015,20:00:00,3,1,4.0,10.0,CL 58L-KR 80B S 02,7,1
4406532,01/03/2015,13:00:00,3,1,4.0,1.0,AK 68-CL 9 02,16,1
4406552,01/03/2015,20:30:00,3,1,4.0,10.0,KR 12-CL 43A ES 18,4,1
4406492,02/03/2015,07:40:00,3,1,4.0,10.0,TR 112ABIS-CL 64C 02,10,1
4406299,02/03/2015,12:10:00,2,1,4.0,2.0,CL 57-KR 75I S 95,7,1
4406566,02/03/2015,14:30:00,3,1,4.0,2.0,TR 80C-CL 94A S 02,19,1
4406464,02/03/2015,17:00:00,3,1,4.0,2.0,CL 182C-KR 5B 40,1,1
4406454,03/03/2015,15:25:00,2,1,4.0,10.0,KR 29-CL 78 55,12,1
4406640,03/03/2015,16:51:00,3,1,4.0,10.0,AK 30-CL 52 77,12,10
4406614,03/03/2015,17:25:00,3,1,4.0,2.0,KR 42ABIS-CL 13 60,16,1
4406307,03/03/2015,19:30:00,1,1,4.0,6.0,CL 52B-KR 10 SE 17,4,1
4406589,03/03/2015,22:10:00,3,1,4.0,6.0,DG 77BBIS-TR 77GBISB S 02,7,1
4406757,04/03/2015,05:10:00,2,1,4.0,4.0,AC 10-KR 47 02,12,1
4406762,04/03/2015,10:00:00,3,1,4.0,10.0,AC 60G-KR 18 S 02,19,1
4406619,04/03/2015,10:30:00,3,1,4.0,10.0,KR 18-CL 10 05,14,1
4406672,04/03/2015,11:00:00,3,1,4.0,4.0,TR 113-CL 66 25,10,1
4406611,04/03/2015,11:10:00,2,1,4.0,6.0,KR 17A-CL 75B S 27,19,1
4406867,05/03/2015,01:00:00,3,1,4.0,1.0,AC 26-KR 33 30,13,1
4406871,05/03/2015,01:00:00,3,1,4.0,1.0,AV AVENIDA CARACAS-CL 20 02,14,1
4406861,05/03/2015,18:45:00,3,1,4.0,10.0,CL 86A-KR 70D 02,10,10
4406925,05/03/2015,19:15:00,3,1,4.0,10.0,KR 8A-CL 47A ES 02,4,1
4406864,06/03/2015,04:35:00,3,1,4.0,8.0,CL 26-KR 109 02,9,1
4406981,07/03/2015,03:00:00,3,1,4.0,10.0,AV AVENIDA BOYACA-CL 75 S 02,19,10
4407001,07/03/2015,10:30:00,3,1,4.0,6.0,KR 77T-CL 54 S 07,8,1
4407106,08/03/2015,03:30:00,3,1,4.0,2.0,KR 106A-CL 70C 02,10,1
4407491,08/03/2015,04:50:00,1,1,4.0,1.0,CL 52-KR 97 S 02,7,1
4407065,08/03/2015,20:00:00,3,1,4.0,2.0,AV AVENIDA PRIMERO DE MAYO-CL 27 49,16,1
4407099,08/03/2015,20:00:00,3,1,4.0,10.0,KR 63-CL 57B S 02,7,1
4407182,09/03/2015,22:30:00,3,1,4.0,1.0,CL 49-KR 89B S 31,7,10
4407181,10/03/2015,08:30:00,3,1,4.0,10.0,CL 26-KR 106 02,9,1
4407199,11/03/2015,01:00:00,3,1,4.0,6.0,KR 81J-CL 45 S 80,8,1
4407083,11/03/2015,02:00:00,2,1,4.0,1.0,CL 22-KR 28 S 63,15,1
4407253,11/03/2015,16:00:00,3,1,4.0,1.0,KR 17-CL 66 44,12,1
4407401,11/03/2015,20:00:00,3,1,4.0,3.0,CL 148-KR 13 36,1,1
4407335,12/03/2015,07:41:00,2,1,4.0,10.0,CL 97-KR 58 26,12,1
4407472,12/03/2015,17:00:00,3,1,4.0,10.0,KR 12-CL 119 76,1,1
4407415,12/03/2015,22:10:00,3,1,4.0,8.0,KR 47A-CL 116 02,11,1
4407509,14/03/2015,08:10:00,2,1,4.0,1.0,KR 9-CL 124 02,1,1
4407635,14/03/2015,17:45:00,3,1,4.0,2.0,KR 24DBIS-CL 16 S 42,15,1
4407600,14/03/2015,20:00:00,2,1,4.0,6.0,CL 42G-KR 86C S 55,8,1
4407639,14/03/2015,20:30:00,3,1,4.0,2.0,KR 1-CL 114 S 02,5,1
4407760,15/03/2015,05:40:00,3,1,4.0,6.0,CL 43-KR 9 SE 82,4,1
4407747,15/03/2015,10:45:00,3,1,4.0,6.0,CL 76-KR 55 02,12,1
4407784,16/03/2015,04:40:00,3,1,4.0,8.0,CL 68-KR 28B 12,12,1
4407786,16/03/2015,09:40:00,3,1,4.0,2.0,DG 68K-KR 24 S 10,19,1
4407745,16/03/2015,21:00:00,2,1,4.0,6.0,KR 77-CL 68A S 15,19,1
4407798,17/03/2015,00:10:00,3,1,4.0,1.0,AC 1-KR 24B 23,15,1
4407804,17/03/2015,10:15:00,2,1,4.0,10.0,KR 9BIS-CL 48I 02,18,1
4407870,17/03/2015,13:30:00,3,1,4.0,8.0,CL 26-KR 10 02,3,1
4407857,17/03/2015,14:20:00,3,1,4.0,10.0,TR 26-CL 92 32,10,1
4407830,18/03/2015,01:50:00,3,1,4.0,5.0,AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 79 02,8,1
4407951,18/03/2015,07:30:00,3,1,4.0,6.0,CL 90D-KR 2 S 23,5,1
4407892,18/03/2015,10:00:00,3,1,4.0,10.0,TR 94L-CL 82B 38,10,1
4408057,19/03/2015,15:30:00,3,1,4.0,2.0,AK 30-CL 13 02,14,1
4408244,20/03/2015,07:45:00,3,1,4.0,2.0,CL 146F-KR 75B 15,11,1
4408249,20/03/2015,09:00:00,3,1,4.0,2.0,KR 5-CL 48G S 00,18,10
4408201,20/03/2015,16:30:00,3,1,4.0,10.0,CL 18A-KR 68D 34,9,10
4408041,20/03/2015,22:20:00,3,1,4.0,10.0,KR 99-CL 16I 41,9,10
4408114,21/03/2015,01:30:00,2,1,4.0,11.0,CL 58-KR 18C S 02,6,1
4408082,21/03/2015,03:10:00,2,1,4.0,10.0,CL 64-KR 37 S 02,19,1
4408297,21/03/2015,05:00:00,3,1,4.0,6.0,CL 163-KR 74 02,11,2
4408265,21/03/2015,06:30:00,2,1,4.0,5.0,KR 7-CL 92 02,2,1
4408148,21/03/2015,17:10:00,2,1,4.0,10.0,CL 163-KR 8D 17,1,1
4408163,21/03/2015,23:30:00,2,1,4.0,1.0,CL 150A-KR 101 20,11,1
4408124,22/03/2015,00:01:00,2,1,4.0,4.0,KR 10-CL 6 02,3,4
4408390,22/03/2015,17:30:00,3,1,4.0,6.0,KR 73B-CL 40F S 03,8,10
4408302,23/03/2015,17:30:00,3,1,4.0,6.0,CL 27B-TR 35BIS S 02,15,2
4408477,24/03/2015,18:00:00,2,1,4.0,11.0,KR 89B-CL 50 S 20,7,1
4408437,24/03/2015,20:30:00,3,1,4.0,6.0,KR 7-CL 126A 88,1,10
4408730,27/03/2015,01:00:00,2,1,4.0,1.0,AV AVENIDA BOYACA-KR 19 02,6,4
4408786,27/03/2015,13:10:00,2,1,4.0,6.0,KR 18L-CL 65B S 37,19,1
4408867,27/03/2015,16:40:00,3,1,4.0,10.0,CL 21-KR 44 02,16,1
4408766,28/03/2015,12:40:00,2,1,4.0,6.0,CL 24A-KR 10 SE 53,4,1
4408760,28/03/2015,18:50:00,1,1,4.0,1.0,CL 38A-KR 50 S 02,16,4
4408852,28/03/2015,22:00:00,3,1,4.0,2.0,AV AVENIDA BOYACA-CL 12 S 85,19,1
4408881,29/03/2015,09:30:00,3,1,4.0,10.0,AK 15-CL 135C 50,1,10
4408865,29/03/2015,16:39:00,3,1,4.0,10.0,KR 69-CL 98 74,11,2
4408905,29/03/2015,22:30:00,2,1,4.0,1.0,CL 53-KR 46 76,13,1
4408916,30/03/2015,00:30:00,3,1,4.0,1.0,KR 68-CL 64 02,12,1
4408896,30/03/2015,08:40:00,2,1,4.0,6.0,CL 62I-KR 74D S 24,19,2
4408959,30/03/2015,10:30:00,3,1,4.0,2.0,CL 51BIS-KR 78G 02,8,1
4408962,30/03/2015,20:00:00,3,1,4.0,10.0,CL 69M-KR 42 S 02,19,1
4408938,30/03/2015,21:00:00,3,1,4.0,2.0,DG 51-KR 61A S 10,6,1
4409056,31/03/2015,13:38:00,3,1,4.0,2.0,AC 16-KR 30 02,14,1
4409037,31/03/2015,15:00:00,3,1,4.0,6.0,DG 41-KR 34D S 52,18,10
4409065,31/03/2015,16:30:00,2,1,4.0,2.0,KR 18C-CL 69N 16,19,1
4409061,01/04/2015,04:20:00,3,1,4.0,2.0,CL 72-KR 111D 02,10,1
4409191,01/04/2015,14:55:00,3,1,4.0,2.0,AV AVENIDA CIRCUNVALAR-CL 84A 02,2,13
4409246,03/04/2015,00:05:00,3,1,4.0,10.0,CL 8A-KR 88 S 90,8,10
4409209,03/04/2015,02:25:00,2,1,4.0,10.0,AV AVENIDA BOYACA-KR 3J E 21,5,1
